nome,endereco,telefone,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade
Pizzaria 95,"R. Capineira, 95 - Centro, Duque de Caxias - RJ, 25010-010",21) 97275-9595,,pizzaria,False,,4.7,,"Duque de Caxias, RJ"
Caleb's Pizza - Burger,"R. Marechal Bento Manoel - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-270",21) 99269-4266,,pizzaria,False,,3.4,,"Duque de Caxias, RJ"
Rafa lanches & Pizzaria Delivery,"R. Marta de Souza Renha, 890 - praça da paz, Duque de Caxias - RJ, 25085-190",21) 99320-6912,,pizzaria,False,,4.2,,"Duque de Caxias, RJ"
Kiloucura de Pizzas,"R. Sebastião de Carvalho - Duque de Caxias, RJ, 25075-240",21) 95936-8823,,pizzaria,False,,,,"Duque de Caxias, RJ"
Sacana's Botequim,"R. Passos da Pátria, 240 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",21) 3939-3752,,bar,False,,4.3,,"Duque de Caxias, RJ"
Mineiro's Bar e Petiscaria,"Praça do Mineirão - R. Delta, 02 - Parque do Carmo, Duque de Caxias - RJ, 25041-140",,,bar,False,,5.0,,"Duque de Caxias, RJ"
Gilberto Rosa Bar,"R. Virginia, Lote 9 / Quadra 06 - Parque do Carmo, Duque de Caxias - RJ, 25041-130",21) 3134-3094,,bar,False,,4.3,,"Duque de Caxias, RJ"
Espaço Retrô - Bar Restaurante Caxias,"R. Cel. João Teles, 225 - Centro, Duque de Caxias - RJ, 25020-180",21) 99125-8820,,bar,False,,4.6,,"Duque de Caxias, RJ"
Bate Papo Choperia,"R. Prudente de Moraes, 767 - Itatiaia, Duque de Caxias - RJ, 25070-232",21) 96468-5080,,bar,False,,4.5,,"Duque de Caxias, RJ"
"WS BAR ""DO BIGODE""","R. Alberto Siqueira, 325 - Vila Sao Sebastiao, Duque de Caxias - RJ, 25065-225",,,bar,False,,4.7,,"Duque de Caxias, RJ"
Bar do Zeca,"R. Passos da Pátria, 277 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-220",,,bar,False,,4.5,,"Duque de Caxias, RJ"
Meu Rei Drinks Bar - (Duque de Caxias),"R. Barão de Magé, 43 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-240",,,bar,False,,4.7,,"Duque de Caxias, RJ"
Resto bar no grau,"R Professor José de Souza Herdy, 1189 - Centro, Duque de Caxias - RJ, 25075-140",21) 3845-3901,,bar,False,,4.6,,"Duque de Caxias, RJ"
Varandão Do Rubinho,"Av. Gomes Freire, 173-181 - Pantanal, Duque de Caxias - RJ, 25040-004",,,bar,False,,4.1,,"Duque de Caxias, RJ"
Boteco do Mumu,"R. Virginia, 39 - Parque do Carmo, Duque de Caxias - RJ, 25041-130",,,bar,False,,4.7,,"Duque de Caxias, RJ"
Lorenzo's bar,"R. Delgado de Carvalho, 34 - Vila Rosário, Duque de Caxias - RJ, 25040-240",,,bar,False,,,,"Duque de Caxias, RJ"
Petisqueiros Pub,"R Professor José de Souza Herdy, 1189 - 25 de - Agosto, Duque de Caxias - RJ, 25071-201",21) 97512-9360,,bar,False,,4.5,,"Duque de Caxias, RJ"
Bar do Wallace,"R. Gen. Manoel Rabelo - Dr. Laureano, Duque de Caxias - RJ, 25060-570",,,bar,False,,4.7,,"Duque de Caxias, RJ"
Tô duro bar,"R. Castro Alves - Corte Oito, Duque de Caxias - RJ, 25060-010",,,bar,False,,4.8,,"Duque de Caxias, RJ"
Popeye Beer & Grill,"R. Uberaba, 125 - Graças, Duque de Caxias - RJ, 25040-004",21) 99895-8685,,bar,False,,4.4,,"Duque de Caxias, RJ"
Bar do Adriano,"R. Nilo Casemiro - Pilar, Duque de Caxias - RJ, 25233-427",,,bar,False,,4.6,,"Duque de Caxias, RJ"
L.S.Farma,"Av. Gomes Freire, 112 - Pantanal, Duque de Caxias - RJ, 25040-160",21) 3134-6924,,farmácia,False,,,,"Duque de Caxias, RJ"
FARMADANTAS,"R. Delgado de Carvalho, 211 - Pantanal, Duque de Caxias - RJ, 25040-240",21) 97385-5676,,farmácia,False,,4.4,,"Duque de Caxias, RJ"
Drogarias Legítima - Pantanal,"Av. Gomes Freire, s/n lt 05 - qd 12 lj A - Pantanal, Duque de Caxias - RJ, 25040-160",21) 2759-2000,,farmácia,False,,,,"Duque de Caxias, RJ"
Drogarias Nova Rio,"Av. Governador Leonel de Moura Brizola, 5836 - Vila Leopoldina, Duque de Caxias - RJ, 25035-008",21) 99691-5566,,farmácia,False,,4.8,,"Duque de Caxias, RJ"
Drogarias 7 Estrelas,"Av. Alm. Jaceguaí, SN - Quadra 60, Lote 10 - Vila Rosário, Duque de Caxias - RJ, 25040-330",21) 99934-1832,,farmácia,False,,4.9,,"Duque de Caxias, RJ"
Drogaria União,"Av. Darcy Vargas, nº 1121 - Loja A - Gramacho, Duque de Caxias - RJ, 25035-250",21) 2652-9385,,farmácia,False,,3.2,,"Duque de Caxias, RJ"
Drogaria Nacional Gramacho,"Av. Darcy Vargas, 910 - loja B e loja C - Gramacho, Duque de Caxias - RJ, 25035-250",21) 2672-0000,,farmácia,False,,1.0,,"Duque de Caxias, RJ"
Drogaria Top Farma - Vila Leopoldina,"R. Pedro Lessa, 37 - Vila Leopoldina, Duque de Caxias - RJ, 25035-800",21) 99144-3776,,farmácia,False,,4.3,,"Duque de Caxias, RJ"
5 Estrelas Rede de Drogarias,"R. Pedro Lessa, 341 - Jardim Leal, Duque de Caxias - RJ, 25035-800",21) 98862-0998,,farmácia,False,,4.8,,"Duque de Caxias, RJ"
Farmácia Nossa Rocha,"R. Delgado de Carvalho, 1 - Pantanal, Duque de Caxias - RJ, 25000-000",,,farmácia,False,,,,"Duque de Caxias, RJ"
Service Odonto Duque de Caxias 2,"Av. Governador Leonel de Moura Brizola, 1699 - Sls. 101 à 104 - Centro, Duque de Caxias - RJ, 25010-009",21) 98744-2039,,dentista,False,,5.0,,"Duque de Caxias, RJ"
Sorria Rio - Duque de Caxias,"Av. Nilo Peçanha, 381 - Centro, Duque de Caxias - RJ, 25010-145",21) 3842-1001,,dentista,False,,4.2,,"Duque de Caxias, RJ"
Dentista - Vip Odonto,"R. Nunes Alves, 1 - Centro, Duque de Caxias - RJ, 25020-085",21) 3842-2970,,dentista,False,,4.5,,"Duque de Caxias, RJ"
Lume Odontologia | Dentista | Alinhador Invisível | SouSmile | Implantes | Duque de Caxias,"Av. Governador Leonel de Moura Brizola, 1898 - Centro, Duque de Caxias - RJ, 25020-001",21) 98234-8330,,dentista,False,,5.0,,"Duque de Caxias, RJ"
Odontorisos,"R. José de Alvarenga, 439 - Centro, Duque de Caxias - RJ, 25020-140",21) 97461-8557,,dentista,False,,5.0,,"Duque de Caxias, RJ"
Pinheiro & Goes Advogados Associados Jardim Leal | Duque de Caxias,"R. Pedro Lessa, 442 - Loja 01 - Jardim Leal, Duque de Caxias - RJ, 25035-800",21) 98758-0023,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Pinheiro & Goes Advogados Associados em Duque de Caxias,"Rua Iracema de Alencar, 31 - Gramacho, Duque de Caxias - RJ, 25035-090",21) 2674-0740,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Teixeira Advocacia Especializada,"Av. Brg. Lima e Silva, 2.035 - Torre 1, Salas 703 e 704 - 25 de Agosto, Duque de Caxias - RJ, 25071-181",21) 99123-5757,,advogado,False,,4.9,,"Duque de Caxias, RJ"
Miranda e Pessanha - Advogado,"Praça Roberto Silveira, n° 15 - Sala 302 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 20711-005",21) 96924-2255,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Costa e Dias Advocacia Previdenciária,"Av. Pres. Vargas, 16 - Jardim 25 de Agosto, Duque de Caxias - RJ, 25070-330",21) 96411-3138,,advogado,False,,5.0,,"Duque de Caxias, RJ"
Benincasa Contabilidade,"R. Joaquim José Soares - Gramacho, Duque de Caxias - RJ, 25035-185",21) 98735-4373,,contador,False,,,,"Duque de Caxias, RJ"
Contabilidade Clelmo Barreiros - Abertura de Empresass,"R. Vidal Barbosa, 47 - Loja 07 - Centro, Duque de Caxias - RJ, 25070-400",21) 2673-4861,,contador,False,,5.0,,"Duque de Caxias, RJ"
Perícias Judiciais e Extrajudiciais em Avaliações de Imóveis - Michelle Santos,"R. Rio Bonito, 1101 - Loja - Gramacho, Duque de Caxias - RJ, 25035-230",21) 97444-3309,,imobiliária,False,,,,"Duque de Caxias, RJ"
Reginaldo silva Imobiliaria,"Av. Brasil, 120 - Loja - Vila São Luis, Duque de Caxias - RJ, 25065-172",21) 2772-4580,,imobiliária,False,,3.6,,"Duque de Caxias, RJ"
Academia Core Fitness,"Av. Fernando Ferrari, 33 - quadra 43 - Vila Rosário, Duque de Caxias - RJ, 25045-730",,,academia,False,,,,"Duque de Caxias, RJ"
Premier Fitness,"Av. Darcy Vargas, 601 - Gramacho, Duque de Caxias - RJ, 25035-250",21) 3121-4717,,academia,False,,4.5,,"Duque de Caxias, RJ"
Espaço de Arte e movimento,"R. Soares D Andréia, 52 - Vila Rosário, Duque de Caxias - RJ, 25040-130",21) 98273-5531,,academia,False,,5.0,,"Duque de Caxias, RJ"
Academia Nocaute,"R. Átlas, 259 - Pantanal, Duque de Caxias - RJ, 25040-270",,,academia,False,,4.0,,"Duque de Caxias, RJ"
Academia da Adega,"R. Platão - Pantanal, Duque de Caxias - RJ, 25035-000",21) 3777-9714,,academia,False,,4.9,,"Duque de Caxias, RJ"
Academia Brown Fit,"R. Dom Silvério, 104 - Jardim Olavo Bilac, Duque de Caxias - RJ, 25035-680",21) 2653-7236,,academia,False,,4.7,,"Duque de Caxias, RJ"
RC Performance Quality,"R. Urbano Duarte, 420 - Vila Rosário, Duque de Caxias - RJ, 25042-300",,,academia,False,,5.0,,"Duque de Caxias, RJ"
Studio Fitness Personalizado Denilda Amaro,"Av. Rio Branco, 1686 - Vila Leopoldina, Duque de Caxias - RJ, 25035-246",,,academia,False,,5.0,,"Duque de Caxias, RJ"
Club Do Makenze,"R. Enrico Ferri, 114-216 - Vila São José, Duque de Caxias - RJ, 25042-550",21) 97345-9783,,academia,False,,4.0,,"Duque de Caxias, RJ"
ACADEMIA PRO FIT EVOLUTION,"R. Lauro Sodré, Nº 2382 - Nossa Sra. do Carmo, Duque de Caxias - RJ, 25265-008",,,academia,False,,4.7,,"Duque de Caxias, RJ"
BOX G427 CROSS TRAINING,"R. Dra. Maria Nunes Corrêa, 259-1 - Vila Actura, Duque de Caxias - RJ, 25040-004",21) 98313-6120,,academia,False,,5.0,,"Duque de Caxias, RJ"
Academia Zen,"Av. Gen. Carlos Marciano de Medeiros, 200 - São Bento, Duque de Caxias - RJ, 25040-004",21) 98141-8474,,academia,False,,4.6,,"Duque de Caxias, RJ"
Academia Hardcore Gym,"Av. Rio Branco, 1176 - Gramacho, Duque de Caxias - RJ, 25035-245",21) 2783-8868,,academia,False,,4.4,,"Duque de Caxias, RJ"
Academia do Beco (Setor Lutas).,"Av. Fernando Ferrari, 136 - Vila Rosário, Duque de Caxias - RJ, 25045-730",,,academia,False,,5.0,,"Duque de Caxias, RJ"
Mirandas Lanchonete,"Pantanal, Duque de Caxias - RJ, 25213-005",21) 7434-2226,,lanchonete,False,,4.4,,"Duque de Caxias, RJ"
Philip's Lanches,"R. Enrico Ferri, 4 - Vila São José, Duque de Caxias - RJ, 25042-550",,,lanchonete,False,,4.9,,"Duque de Caxias, RJ"
Lanches Dois Irmãos,"Av. Darcy Vargas, 1159 - Gramacho, Duque de Caxias - RJ, 25035-250",21) 98047-2747,,lanchonete,False,,4.5,,"Duque de Caxias, RJ"
Big Brother Lanches,"R. Saldanha Marinho, 554 - Vila Centenario, Duque de Caxias - RJ, 25065-290",21) 2671-4050,,lanchonete,False,,4.4,,"Duque de Caxias, RJ"
Lanchonete Do Malucão,"R. Alcione, 95a - São Bento, Duque de Caxias - RJ, 25045-360",21) 96498-7312,,lanchonete,False,,4.7,,"Duque de Caxias, RJ"
Pie House,"Av. Governador Leonel de Moura Brizola, 1761 - Centro, Duque de Caxias - RJ, 25035-008",21) 96021-0798,,lanchonete,False,,4.5,,"Duque de Caxias, RJ"
Top Lanche da Esquina,"R. Cambuí, 86-154 - Parque Panorama, Duque de Caxias - RJ, 25040-004",,,lanchonete,False,,4.9,,"Duque de Caxias, RJ"
Dudu Lanches,"Av. Miracema, 693 - Loja B - Vila Leopoldina, Duque de Caxias - RJ, 25035-120",21) 2653-5101,,lanchonete,False,,4.6,,"Duque de Caxias, RJ"
Luciano Lanches,"próximo hospital do olho - R. Coelho Neto, 80 - Dr. Laureano, Duque de Caxias - RJ, 25060-570",21) 96849-1487,,lanchonete,False,,4.6,,"Duque de Caxias, RJ"
Lobos Lanches,"R. Campo Grande, 1-257 - Divino, Duque de Caxias - RJ, 25046-370",21) 96887-2393,,lanchonete,False,,4.4,,"Duque de Caxias, RJ"
Léo lanches Centenário,"R. Euclídes da Cunha, 301 - Vila Centenario, Duque de Caxias - RJ, 25030-180",21) 97943-3597,,lanchonete,False,,4.8,,"Duque de Caxias, RJ"
Empada Lanches,"R. Castro Alves, 428 - Carolina, Duque de Caxias - RJ, 25060-000",21) 97349-6623,,lanchonete,False,,4.8,,"Duque de Caxias, RJ"
Lanchonete do Will,"Av. Gomes Freire, 900 - Pantanal, Duque de Caxias - RJ, 25040-060",,,lanchonete,False,,,,"Duque de Caxias, RJ"
"Cachorro Quente do Russo - Duque de Caxias, Rio de Janeiro","Av. Dr. Plínio Casado, 309 - Loja 02 - Centro, Duque de Caxias - RJ, 25020-010",21) 96921-3360,,lanchonete,False,,4.5,,"Duque de Caxias, RJ"
W Lanches,"Av. Joaquim Nabuco, 17 - Vila Centenario, Duque de Caxias - RJ, 25030-210",21) 96433-1137,,lanchonete,False,,4.6,,"Duque de Caxias, RJ"
Atacadão Lanches,"Av. das Palmeiras, 68 - Jardim Primavera, Duque de Caxias - RJ, 25215-245",21) 96987-0866,,lanchonete,False,,3.6,,"Duque de Caxias, RJ"
Lanchonete Flip Top,"Shopping Center Caxias - Rua Mariano Sendra dos Santos, S/N Qd 09 Lj 01 - Centro, Duque de Caxias - RJ, 25010-080",21) 2671-2112,,lanchonete,False,,4.1,,"Duque de Caxias, RJ"
Mercado Cambuci,"Av. Gomes Freire, 26 - Pantanal, Duque de Caxias - RJ, 25042-160",,,supermercado,False,,3.9,,"Duque de Caxias, RJ"
Mercadinho Luiz,"706, R. Lopes Trovão, 672 - Vila Rosário, Duque de Caxias - RJ, 25040-070",,,supermercado,False,,3.9,,"Duque de Caxias, RJ"
Mercadinho da Rua Oito,"R. Delgado de Carvalho, 11b - Pantanal, Duque de Caxias - RJ, 25040-240",,,supermercado,False,,4.4,,"Duque de Caxias, RJ"
PH Rede de Mercado,"R. Pedro Lessa - Vila Leopoldina, Duque de Caxias - RJ, 25035-800",21) 3651-4894,,supermercado,False,,4.2,,"Duque de Caxias, RJ"
Rio sul Supermercados - Duque de Caxias (Dr. Laureano),"R. Gonçalves Crespo, 62 - Dr. Laureano, Duque de Caxias - RJ, 25060-320",,,supermercado,False,,4.3,,"Duque de Caxias, RJ"
Supermercados Favo de Mel,"Próximo a - Av. Gen. Rondon, 599-545 - Vila Leopoldina, Duque de Caxias - RJ, 25060-236",21) 2783-4072,,supermercado,False,,3.6,,"Duque de Caxias, RJ"
aKitem Materiais de construção - RJ,"R. Delgado de Carvalho, 1 - QD50 - LT1, Duque de Caxias - RJ, 25040-240",21) 96929-5658,,material de construção,False,,5.0,,"Duque de Caxias, RJ"
Renova material de construção,"Av. Darcy Vargas, 758 - Gramacho, Duque de Caxias - RJ, 25035-250",21) 96466-1379,,material de construção,False,,4.3,,"Duque de Caxias, RJ"
Bazar Tem Tudo - Material de Construção,"Av. Dr. Manoel Reis, 313 - Vila Meriti, Duque de Caxias - RJ, 25025-010",21) 3659-5793,,material de construção,False,,5.0,,"Duque de Caxias, RJ"
N & F Bazar Construção da Fé,"R. Eça de Queiroz, 18 - Quadra 68 - Pantanal, Duque de Caxias - RJ, 25040-350",,,material de construção,False,,3.6,,"Duque de Caxias, RJ"
ARAÚJO MATERIAS DE CONSTRUÇÃO,"R. Castro Alves, 272 - CAROLINA, Duque de Caxias - RJ, 25060-000",21) 2653-0164,,material de construção,False,,,,"Duque de Caxias, RJ"
Serralheria E Vidraçaria WJ Israel,"Av. Gomes Freire, 59 - Quadra A - Pantanal, Duque de Caxias - RJ, 25040-160",96442-5907,,material de construção,False,,3.7,,"Duque de Caxias, RJ"
Patricia Koppe Materiais de Construçoes,"R. Urbano Duarte, 30 - Vila Rosário, Duque de Caxias - RJ, 25042-300",21) 96698-2675,,material de construção,False,,5.0,,"Duque de Caxias, RJ"
Auto Escola Pantanal,"R. Lauro Sodré, 14 - qd 49 - Pantanal, Duque de Caxias - RJ, 25040-060",21) 3562-3473,,auto escola,False,,4.6,,"Duque de Caxias, RJ"
P B autoescola,"RJ-101, 6821A - Gramacho, Duque de Caxias - RJ, 25040-003",21) 96487-4411,,auto escola,False,,2.8,,"Duque de Caxias, RJ"
Auto Escola S.Menezes,"RJ-101, 7075 - Vila Rosário, Duque de Caxias - RJ, 25040-003",21) 96497-4723,,auto escola,False,,4.8,,"Duque de Caxias, RJ"
Autoescola Pessoa | Gramacho,"RUA JOAO MARTINS ASSIS, 1519 - Gramacho, Duque de Caxias - RJ, 25035-254",21) 97404-2276,,auto escola,False,,5.0,,"Duque de Caxias, RJ"
Autoescola Maranata,"R. Tocantins, 57 - Sarapuí, Duque de Caxias - RJ, 25055-390",21) 97392-8004,,auto escola,False,,4.9,,"Duque de Caxias, RJ"
Auto e Moto Escola N. Sra. da Conceição,"Av. Governador Leonel de Moura Brizola, 1129 - Centro, Duque de Caxias - RJ, 25010-007",21) 2772-0324,,auto escola,False,,4.5,,"Duque de Caxias, RJ"
Auto Escola Dantas Oliveira,"Av. Nilo Peçanha, 670 - Centro, Duque de Caxias - RJ, 25010-144",21) 2775-8519,,auto escola,False,,4.1,,"Duque de Caxias, RJ"
Centro de Formação de Condutores Laranja,"Av. Joaquim da Costa Lima, 1 - Quadra E - Lote XV, Duque de Caxias - RJ, 26183-255",21) 98893-3330,,auto escola,False,,4.7,,"Duque de Caxias, RJ"
AUTOESCOLA GABY,"Av. Nilo Peçanha, 1270 - Parque Lafaiete, Duque de Caxias - RJ, 25015-005",21) 3135-6773,,auto escola,False,,5.0,,"Duque de Caxias, RJ"
JJ Lavagem a Seco,"R. Pedro Souza - Pilar, Duque de Caxias - RJ, 25265-008",,,lavanderia,False,,4.5,,"Duque de Caxias, RJ"
Silva's Clean,,21) 98204-3910,,lavanderia,False,,,,"Duque de Caxias, RJ"
Lavanderia Manuzeio Industrial,"Rua Coronel Silva Barros, 43 - Saracuruna, Duque de Caxias - RJ, 25211-440",21) 2676-2434,,lavanderia,False,,4.2,,"Duque de Caxias, RJ"
Lavanderia,"ao lado do escritório de contabilidade Álvares - R. Cardoso Bessa, 49 - Centro, Duque de Caxias - RJ, 25075-020",21) 97365-6133,,lavanderia,False,,4.2,,"Duque de Caxias, RJ"
Lavanderia Laclair,"R. Odete Costa Barros, 265 - casa 08 - Vila São João, Duque de Caxias - RJ, 25010-270",21) 99358-2845,,lavanderia,False,,5.0,,"Duque de Caxias, RJ"
AKNOSLAV,,21) 97069-7416,,lavanderia,False,,,,"Duque de Caxias, RJ"
Premium Lavanderia,"R. Nicarágua, 175 - Loja F - Penha, Rio de Janeiro - RJ, 21020-050",,,lavanderia,False,,4.8,,"Duque de Caxias, RJ"
Lavanderia Atelier da Roupa Limpa,"Rua Marechal Floriano, 519 - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25075-025",21) 2771-6808,,lavanderia,False,,3.7,,"Duque de Caxias, RJ"
Cor do Jeans,"Shopping Center - R. Mariano Sendra dos Santos, 01 - Loja 40 - Centro, Duque de Caxias - RJ, 25010-080",21) 3135-1435,,lavanderia,False,,4.3,,"Duque de Caxias, RJ"
Lavanderia Saracuruna,"Av. Presidente Roosevelt, 199 - Parque Uruguaiana, Duque de Caxias - RJ, 25212-390",21) 2676-4908,,lavanderia,False,,4.0,,"Duque de Caxias, RJ"
Lava&leve Lavanderia (Delivery),,21) 97981-6107,,lavanderia,False,,5.0,,"Duque de Caxias, RJ"
Soninha Flores,"Av. Expedicionário José Amaro - Vila São Luis, Duque de Caxias - RJ, 25086-132",21) 99427-1258,,floricultura,False,,4.0,,"Duque de Caxias, RJ"
IZAMAR FLORES,"R. Manoel Vieira, 41 - Vila Meriti, Duque de Caxias - RJ, 25020-210",21) 96561-7167,,floricultura,False,,4.4,,"Duque de Caxias, RJ"
Adlinez Flores & Cia,"R. Agostinho de Oliveira, 651 - Jardim Primavera, Duque de Caxias - RJ, 25222-000",21) 97372-3944,,floricultura,False,,4.8,,"Duque de Caxias, RJ"
Império das Flores,"Av. Pres. Vargas, 187 - Qd 07, Lj 5 - Centro, Duque de Caxias - RJ, 25070-330",21) 2785-9568,,floricultura,False,,4.3,,"Duque de Caxias, RJ"
Lene Flores Xerox E Descartaaveis,"R. Halffa, 164-240 - Parque São João, Duque de Caxias - RJ, 25030-001",21) 97430-6871,,floricultura,False,,,,"Duque de Caxias, RJ"
Mercadão das Plantas,"Av. Expedicionário José Amaro, 1605 - Vila Sao Sebastiao, Duque de Caxias - RJ, 25065-165",21) 2437-7608,,floricultura,False,,4.5,,"Duque de Caxias, RJ"
Surpresa Da Mery,"R. Nina Rodrigues, 23 - Parque Sr. do Bonfim, Duque de Caxias - RJ, 25025-136",21) 98755-9677,,floricultura,False,,5.0,,"Duque de Caxias, RJ"
Marvera Flores E Plantas,"Est. Manoel de Sá, 80 - Parque Martinho, Belford Roxo - RJ, 26113-420",21) 96463-7531,,floricultura,False,,4.3,,"Duque de Caxias, RJ"
Flora_nsPilar,"Av. Governador Leonel de Moura Brizola, 2408 - Santa Isabel, Duque de Caxias - RJ, 25233-001",21) 98055-9934,,floricultura,False,,5.0,,"Duque de Caxias, RJ"
M & J Floricultura,"Av. Automóvel Clube, 147-195 - Santa Cruz da Serra, Duque de Caxias - RJ, 25260-010",21) 97651-9274,,floricultura,False,,4.0,,"Duque de Caxias, RJ"
Bromélia Flores e Café,"ao lado da Caixa Econômica - R. Mal. Deodoro, N° 593 - loja A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-190",21) 96422-9466,,floricultura,False,,4.4,,"Duque de Caxias, RJ"
Girassol Cestas,"Av. Blvd. São Vicente, 505 - Parque Sao Vicente, Belford Roxo - RJ, 26170-480",21) 97419-8236,,floricultura,False,,4.9,,"Duque de Caxias, RJ"
Ótica Visual,"R. Delgado de Carvalho, 30 - Pantanal, Duque de Caxias - RJ, 25040-240",21) 3067-1223,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Léo Ótica,"R. Pedro Lessa, 47 - Vila Leopoldina, Duque de Caxias - RJ, 25035-800",21) 99106-4030,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Óticas Silvio,"R. Delgado de Carvalho - Pantanal, Duque de Caxias - RJ, 25040-240",,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Marquesa city,"Av. Maquinista José Santana - Mal. Hermes, Rio de Janeiro - RJ, 21670-130",,,ótica,False,,,,"Duque de Caxias, RJ"
Óticas Nine,"R. Pedro Lessa, 1620 - Vila Leopoldina, Duque de Caxias - RJ, 25035-800",21) 2673-5953,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Óticasfutura,"Av. Darcy Vargas, 879 - Loja A - Gramacho, Duque de Caxias - RJ, 25035-250",21) 97106-3177,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Ótica Óculos Brip,"Av. Governador Leonel de Moura Brizola, 9740 - Parque Alvorada, Duque de Caxias - RJ, 25045-002",21) 96544-6581,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Ótica em Duque de Caxias / Stark Óticas,"Av. Duque de Caxias, 92 - Centro, Duque de Caxias - RJ, 25070-102",21) 3491-8847,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Q-Ótica Caxias,"R. José de Alvarenga, 550 - Centro, Duque de Caxias - RJ, 25020-140",21) 98853-6287,,ótica,False,,4.0,,"Duque de Caxias, RJ"
Ótica Glasses Óticas Duque de Caxias,"Av. Brg. Lima e Silva, 1822 - loja A - Jardim Vinte e Cinco de Agosto, Duque de Caxias - RJ, 25071-182",21) 99707-0454,,ótica,False,,5.0,,"Duque de Caxias, RJ"
Ótica Pedro dos Óculos,"Avenida Perimetral, Av. República do Paraguai, 608 - Vila Sarapui, Duque de Caxias - RJ, 25050-100",21) 98898-1099,,ótica,False,,,,"Duque de Caxias, RJ"
Brum Ótica,"Av. Governador Leonel de Moura Brizola, 5849D - Gramacho, Duque de Caxias - RJ, 25035-007",21) 99440-4372,,ótica,False,,,,"Duque de Caxias, RJ"
Filles Jóias,"Ela Shopping - Av. Governador Leonel de Moura Brizola, 1777 - Loja 107 - Centro, Duque de Caxias - RJ, 25010-009",21) 3774-4142,,joalheria,False,,4.5,,"Duque de Caxias, RJ"
Jully Joias,"Rod. Washington Luiz, 2895 - Parque Duque, Duque de Caxias - RJ, 25085-008",21) 2784-2050,,joalheria,False,,4.4,,"Duque de Caxias, RJ"
