nome,endereco,telefone,whatsapp,instagram,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps
Marcenaria D.Plan.,"Coutinho da Cruz - R. Ver. Taurino Continho da Cruz, 23 - Quadra 34 - Jardim America, Itaguaí - RJ, 23810-530",21) 96649-9853,21) 96649-9853,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,,5.0,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Marcenaria+D.Plan./@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf91de84f3acd:0xa5605d241f44dfb0!8m2!3d-22.8790441!4d-43.7636466!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBCndvb2R3b3JrZXLgAQA!16s%2Fg%2F11vdqwmm62?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
C&M Decorações Móveis Planejados,"Rod. Rio-Santos, KM 16,5 - Brisa Mar, Itaguaí - RJ, 23825-205",21) 99340-1185,21) 99340-1185,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,True,http://www.cmdecoracoes.wix.com/cmdecoracoes,5.0,,"Itaguaí, RJ",Brisa Mar,"https://www.google.com/maps/place/C%26M+Decora%C3%A7%C3%B5es+M%C3%B3veis+Planejados/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9c0786a80ccdad:0x470e5fae1205538c!8m2!3d-22.8764897!4d-43.8154155!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBD2Z1cm5pdHVyZV9tYWtlcuABAA!16s%2Fg%2F1ptyynx3y?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
João Barbosa | Marcenaria,,21) 96761-0867,21) 96761-0867,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,https://www.instagram.com/joaobarbosa.interiores?igsh=MjBlMm80bWozdjUz,5.0,,"Itaguaí, RJ",,"https://www.google.com/maps/place/Jo%C3%A3o+Barbosa+%7C+Marcenaria/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9c0744564c7805:0x21fe391fe254e803!8m2!3d-14.4095262!4d-51.31668!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSlobIhltYXJjZW5hcmlhIGVtIGl0YWd1YcOtIHJqkgEZZml0dGVkX2Z1cm5pdHVyZV9zdXBwbGllcuABAA!16s%2Fg%2F11j1qc53nq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Marcenaria,"Rodovia Prefeito Abeilard Goulart de Souza - Santana, Itaguaí - RJ, 23810-302",,,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,,,,"Itaguaí, RJ",Santana,"https://www.google.com/maps/place/Marcenaria/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9a7f4118709:0x71558ac183353603!8m2!3d-22.8660601!4d-43.7590427!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBDWNhYmluZXRfbWFrZXLgAQA!16s%2Fg%2F11gxtfn1b3?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Marcenaria MD2,"Centro, Itaguaí - RJ, 23815-310",21) 99345-8320,21) 99345-8320,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,,1.5,,"Itaguaí, RJ",RJ,"https://www.google.com/maps/place/Marcenaria+MD2/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9693ca9dbbd:0xf7cd93a589f6c490!8m2!3d-22.8620274!4d-43.7780125!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBCndvb2R3b3JrZXLgAQA!16s%2Fg%2F11l6yl5mz2?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Marcenaria Circular,"R. Tamôios, 1 - Vila Ibirapitanga, Itaguaí - RJ, 23811-557",21) 98696-5523,21) 98696-5523,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,,,,"Itaguaí, RJ",Vila Ibirapitanga,"https://www.google.com/maps/place/Marcenaria+Circular/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf95f4cb7ca17:0x59f0714710baf1bc!8m2!3d-22.8564349!4d-43.7715997!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBD2Z1cm5pdHVyZV9tYWtlcuABAA!16s%2Fg%2F11yt3l39gw?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
João Barbosa Marcenaria,,21) 96761-0867,21) 96761-0867,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,https://www.instagram.com/joaobarbosa.interiores?igsh=MjBlMm80bWozdjUz,5.0,,"Itaguaí, RJ",,"https://www.google.com/maps/place/Jo%C3%A3o+Barbosa+Marcenaria/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x660bd6c0ff771a3f:0x47ad2191467818b6!8m2!3d-22.9141308!4d-43.445982!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSlobIhltYXJjZW5hcmlhIGVtIGl0YWd1YcOtIHJqkgERaW50ZXJpb3JfZGVzaWduZXLgAQA!16s%2Fg%2F11nxrzzg1x?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Marcenaria Adesignr LTDA,"R. Resedá, 35 - Chapero, Itaguaí - RJ, 23835-007",21) 3018-4503,,http://instagram.com/marcenaria.tudoemmoveis,,marcenaria,False,,,,"Itaguaí, RJ",Chapero,"https://www.google.com/maps/place/Marcenaria+Adesignr+LTDA/@-22.8685512,-80.6793174,4z/data=!4m10!1m2!2m1!1smarcenaria+em+Itagua%C3%AD,+RJ!3m6!1s0x9bff31ba537745:0xa30ba89bd1713edb!8m2!3d-22.8340986!4d-43.7638358!15sChptYXJjZW5hcmlhIGVtIEl0YWd1YcOtLCBSSpIBFGZ1cm5pdHVyZV93aG9sZXNhbGVy4AEA!16s%2Fg%2F1ptyf6gb8?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
YES! Idiomas Nova Iguaçu,"R. Cel. Alfredo Soares, 242 - Centro, Nova Iguaçu - RJ, 26255-150",21) 99054-0606,21) 99054-0606,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://biolink.info/yesidiomasnovaiguacu,4.5,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/YES!+Idiomas+Nova+Igua%C3%A7u/@-22.760969,-44.0309112,10z/data=!4m9!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m5!1s0x996655453c0213:0x862036f5385f9e25!8m2!3d-22.760969!4d-43.454129!16s%2Fg%2F1thsh48n?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
CNA Itaguaí,"R. Léa Cabral da Cunha, 78 - Centro, Itaguaí - RJ, 23815-410",21) 99388-6422,21) 99388-6422,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://www.cna.com.br/itaguai,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/CNA+Itagua%C3%AD/@-22.8678225,-43.7911821,15z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9c0781a1eb7ecd:0xfc5b34b984bedcfc!8m2!3d-22.871165!4d-43.7802553!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2yaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjB4UjA5WVRrTlhiWFJ6WkcxemVsWnNjRmhoUm5CaFRURk9SMlJ1WXhBQuABAPoBBAgAEDo!16s%2Fg%2F11b7yrc_4n?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Céos Escola de Idiomas,"R. Dr. Curvelo Cavalcanti, 234 - sobreloja 1 piso - Centro, Itaguaí - RJ, 23810-200",21) 96560-9709,21) 96560-9709,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,http://www.ceosescoladeidiomas.com.br/,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/C%C3%A9os+Escola+de+Idiomas/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9fd76d4ac69:0x3d90372fa278749b!8m2!3d-22.8710371!4d-43.7770261!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2yaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnFkMHAyVERoUlJSQULgAQD6AQQIABA3!16s%2Fg%2F11j953sl7t?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
CCAA DOWNTOWN ITAGUAÍ,"R. Gen. Bocaiúva, 397 - Centro, Itaguaí - RJ, 23815-310",21) 3647-2000,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,http://www.ccaa.com.br/unidade/itaguai,4.8,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/CCAA+DOWNTOWN+ITAGUA%C3%8D/@-22.8678225,-43.7911821,15z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf88e901c9301:0x1dcb8bb30174fbfd!8m2!3d-22.8665237!4d-43.7776222!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2yaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjV3Vm1SV1JrVlNNazVaVFcxVmVsVnJNV3hXTWtrelRGZG9VbFV3UlJBQuABAPoBBAgAEDs!16s%2Fg%2F1tdg90d1?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
YES! Itaguaí,"R. Léa Cabral da Cunha, 114 - Centro, Itaguaí - RJ, 23815-410",21) 3781-5564,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://yes.com.br/escolas/yes-itaguai/,4.5,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/YES!+Itagua%C3%AD/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf8890049e4b9:0x572e5b6319e4052d!8m2!3d-22.8714814!4d-43.7803034!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2yaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTlNNbUZ5VHpGM1JSQULgAQD6AQUIpgMQOg!16s%2Fg%2F1pt_v1whp?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Comunidade Estrangeira No Borders,"Rua Helder Balthazar Romano, 05 A - Parque Independencia, Itaguaí - RJ, 23810-573",21) 2688-6734,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,False,,4.9,,"Itaguaí, RJ",Parque Independencia,"https://www.google.com/maps/place/Comunidade+Estrangeira+No+Borders/@-22.8678225,-43.7911821,15z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf8f4a355881f:0xaec18a22518a59b7!8m2!3d-22.8719664!4d-43.7709381!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSARdlbmdsaXNoX2xhbmd1YWdlX3NjaG9vbJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObGMyOTZiVUpSRUFF4AEA-gEECAAQQQ!16s%2Fg%2F11b7yc925s?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Wizard Itaguaí,"Rua Doutor Curvelo Cavalcanti, 248 sobreloja (Em frente a Loja Leader - Centro, Itaguaí - RJ, 23810-201",21) 96491-9976,21) 96491-9976,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://www.wizard.com.br/escolas/itaguai/,4.8,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Wizard+Itagua%C3%AD/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf88910322457:0xa822e1b0a66e2d65!8m2!3d-22.8711258!4d-43.7768695!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2zgAQA!16s%2Fg%2F1tcx8747?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Curso SpanGlish,"R. Domingos Acácio de Oliveira, 20 - Centro, Itaguaí - RJ, 23815-280",21) 98904-7571,21) 98904-7571,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,False,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Curso+SpanGlish/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bff33e43f37db:0xb1616977707f69c4!8m2!3d-22.8725216!4d-43.7835464!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sYW5ndWFnZV9zY2hvb2yaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkNaMUJFWVdGbkVBReABAPoBBAgAEEI!16s%2Fg%2F11dzx05q8_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Escola de Música Chiquinha Gonzaga,"R. Padre Cezare Vegezze, 74 - Centro, Itaguaí - RJ, 23810-680",,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,False,,4.7,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Escola+de+M%C3%BAsica+Chiquinha+Gonzaga/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf88e47cb3b53:0x9948089953d2fc1a!8m2!3d-22.871921!4d-43.772522!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQxtdXNpY19zY2hvb2yaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlNkVXRsVERablJSQULgAQD6AQQIABA6!16s%2Fg%2F1vwlqbrg?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Prepara Cursos Profissionalizantes- Itaguaí,"R. Moisés Abraão, 124 - Centro, Itaguaí - RJ, 23815-460",21) 97035-4613,21) 97035-4613,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://preparacursositaguai.com.br/,4.8,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Prepara+Cursos+Profissionalizantes-+Itagua%C3%AD/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf98598f89d3f:0x2f17049da5055dd8!8m2!3d-22.871624!4d-43.7795696!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSAQ9sZWFybmluZ19jZW50ZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnh3ZW1SRmNHWmhWamx6VTBSU2FGSnJTbGRVUm10NFZrUk9SV1F6WXhBQuABAPoBBAhYEEk!16s%2Fg%2F11syd37dm5?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Prepara Cursos / SOS Computadores - Itaguaí,"R. Moisés Abraão, 124 - Centro, Itaguaí - RJ, 23815-460",21) 2688-6044,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://bio.preparacursositaguai.com.br/,4.8,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Prepara+Cursos+%2F+SOS+Computadores+-+Itagua%C3%AD/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9ba59ca1593:0xffb475b706a78756!8m2!3d-22.871624!4d-43.7795696!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSARhjb21wdXRlcl90cmFpbmluZ19zY2hvb2yaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjF3YUdNelkzbFVRekUxVEZjNVJFOVhaSFpXV0dnd1lrWktVMUpWUlJBQuABAPoBBAgAECA!16s%2Fg%2F11bxg9f21q?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Kumon Itaguaí,"Rua Manoel Joaquim da Paixão, 27 - Centro, Itaguaí - RJ, 23810-580",21) 99757-0304,21) 99757-0304,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://www.kumon.com.br/rj/itaguai/,,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Kumon+Itagua%C3%AD/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9e800669bbf:0xfab02efac451c0c5!8m2!3d-22.867935!4d-43.7770558!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkqSAQ9sZWFybmluZ19jZW50ZXLgAQA!16s%2Fg%2F11s4cqyxx3?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Microlins,"R. Walter Barbosa Coelho, 19 - Centro, Itaguaí - RJ, 23815-340",21) 2688-2931,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,True,https://escolas.microlins.com.br/microlins-centro-itagua-rj,3.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Microlins/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf888f360ab45:0xb481db917e725639!8m2!3d-22.8706708!4d-43.7807602!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkpaIiIgZXNjb2xhIGRlIGlkaW9tYXMgZW0gaXRhZ3Vhw60gcmqSARBlZHVjYXRpb25fY2VudGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJmZDNWSWVHWkJFQUXgAQD6AQQIABBI!16s%2Fg%2F1tqg1kp3?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Wise Up,"R. Léa Cabral da Cunha, 18 - Centro, Itaguaí - RJ, 23815-410",,,https://instagram.com/cursospanglish?igshid=OGQ5ZDc2ODk2ZA==,,escola de idiomas,False,,,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Wise+Up/@-22.8710371,-44.3538083,10z/data=!4m10!1m2!2m1!1sescola+de+idiomas+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf8888adef239:0xf6662f895d11432!8m2!3d-22.870613!4d-43.7802281!15sCiFlc2NvbGEgZGUgaWRpb21hcyBlbSBJdGFndWHDrSwgUkqSAQ9sYW5ndWFnZV9zY2hvb2zgAQA!16s%2Fg%2F11dfgvy8xl?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
UNINTER | Itaguaí - RJ,"Av. Pref. Isoldackson Cruz de Brito, 3030 - Vila Margarida, Itaguaí - RJ, 23815-292",21) 3782-5512,,,,curso pré-vestibular,True,https://www.facebook.com/uninteritaguai2020/?__tn__=%2Cd%2CP-R&eid=ARBC5nRAl-XztW4avmX2ZaAFNmD5rMI3i99NkhLksHjFtVSuAGM06T8H2zzMftQ79W8_yZzqCOgaCUWR,5.0,,"Itaguaí, RJ",Vila Margarida,"https://www.google.com/maps/place/UNINTER+%7C+Itagua%C3%AD+-+RJ/@-22.869744,-43.7897691,17z/data=!4m9!1m2!2m1!1scurso+pr%C3%A9-vestibular+em+Itagua%C3%AD,+RJ!3m5!1s0x9c07cb81505233:0x59b0c632ca82384b!8m2!3d-22.8697444!4d-43.7852627!16s%2Fg%2F11j86w3gdc?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
PESC Preparatório Militar e Cursos,"Itaguaí Shopping Center - R. Dr. Curvelo Cavalcanti, °189 - 3° andar, sala 303/307/407/418 - Centro, Itaguaí - RJ, 23810-201",21) 96428-2504,21) 96428-2504,,,curso pré-vestibular,True,http://www.pescpreparatorio.com.br/,4.9,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/PESC+Preparat%C3%B3rio+Militar+e+Cursos/@-22.8720298,-43.7860041,16z/data=!4m10!1m2!2m1!1scurso+pr%C3%A9-vestibular+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9ff99ecbfab:0x45a9dda264de88bd!8m2!3d-22.8720298!4d-43.7769919!15sCiVjdXJzbyBwcsOpLXZlc3RpYnVsYXIgZW0gSXRhZ3Vhw60sIFJKWiYiJGN1cnNvIHByw6kgdmVzdGlidWxhciBlbSBpdGFndWHDrSByapIBD21pbGl0YXJ5X3NjaG9vbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSYU5EWkxNelpCUlJBQuABAPoBBAgAEB8!16s%2Fg%2F11fhzjcp73?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Elite Rede de Ensino - Itaguaí,"Av. Dep. Octávio Cabral, 578 - Jardim America, Itaguaí - RJ, 23810-301",21) 96781-6930,21) 96781-6930,,,curso pré-vestibular,True,https://ensinoelite.com.br/,4.3,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Elite+Rede+de+Ensino+-+Itagua%C3%AD/@-22.8719423,-43.778712,16z/data=!4m10!1m2!2m1!1scurso+pr%C3%A9-vestibular+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf91cf11d30c1:0x65e734f33bf3c229!8m2!3d-22.8719423!4d-43.7696998!15sCiVjdXJzbyBwcsOpLXZlc3RpYnVsYXIgZW0gSXRhZ3Vhw60sIFJKWiYiJGN1cnNvIHByw6kgdmVzdGlidWxhciBlbSBpdGFndWHDrSByapIBF2VkdWNhdGlvbmFsX2luc3RpdHV0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsY2pSdU9YRlJSUkFC4AEA-gEECAAQNg!16s%2Fg%2F11t8db7gk7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Colégio COP3,"R. Oscár Cardoso Viêira Braga, 20 - Centro, Itaguaí - RJ, 23815-470",21) 99558-8473,21) 99558-8473,,,curso pré-vestibular,True,https://cop3.com.br/,,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Col%C3%A9gio+COP3/@-22.8720298,-43.7860041,16z/data=!4m10!1m2!2m1!1scurso+pr%C3%A9-vestibular+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf94914980b29:0x57a4bbb90ecdf937!8m2!3d-22.8732602!4d-43.7800937!15sCiVjdXJzbyBwcsOpLXZlc3RpYnVsYXIgZW0gSXRhZ3Vhw60sIFJKWiYiJGN1cnNvIHByw6kgdmVzdGlidWxhciBlbSBpdGFndWHDrSByapIBJWNvbWJpbmVkX3ByaW1hcnlfYW5kX3NlY29uZGFyeV9zY2hvb2zgAQA!16s%2Fg%2F11whfzhbhs?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Espaço Pilates & Studio | Itaguaí,"R. Panamá - Jardim America, Itaguaí - RJ, 23810-230",21) 99274-8637,21) 99274-8637,https://www.instagram.com/espacopilatesestudio?igsh=bHZ4NGM1YXFsM2Jz,,estúdio de pilates,False,https://www.instagram.com/espacopilatesestudio?igsh=bHZ4NGM1YXFsM2Jz,5.0,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Espa%C3%A7o+Pilates+%26+Studio+%7C+Itagua%C3%AD/@-22.8823531,-43.8193658,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf964f6f82179:0x2d2cccd1e4472fe8!8m2!3d-22.8705032!4d-43.7673936!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVDYWxJeFVrNVZTRUp1VlRGcmQySkliRTFUUkZKNlZrVkdNMU5IWXhBQuABAPoBBAhtEC8!16s%2Fg%2F11xd0zd7tx?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
