nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao
Doceria Mi,"São João de Meriti, RJ",confeitaria,,"R. Gavião, Lote 65 - QD E - Jardim Santo Antonio, São João de Meriti - RJ, 25580-040",4.5,,False,misaojoaodoceria@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Vaspão,"São João de Meriti, RJ",confeitaria,21) 2757-5700,"R. Dr. Agostinho Porto, 164 - Agostinho Porto, São João de Meriti - RJ, 25510-102",4.3,,False,atendimentovaspaosjm@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Cibele Pasquarelli Odontologia - Aparelho Ortodôntico e Harmonização Facial - Dentista em São João de Meriti - Rio de Janeiro,"São João de Meriti, RJ",dentista,21) 99521-0830,"R. da Matriz, 231 - Sala 303 - Centro, São João de Meriti - RJ, 25520-640",5.0,,False,cibelepasquarelli@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Eletricista Fabio,"São João de Meriti, RJ",eletricista,21) 96974-4028,"R. Miguel Arcânjo, 60 - Vila Tiradentes, São João de Meriti - RJ, 25525-220",5.0,,False,fabiosalgadodasilva@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Ge-Tech Soluções Elétricas – Eletricista em São João de Meriti - RJ,"São João de Meriti, RJ",eletricista,21) 99086-2431,"R. Tulípa, 121 - Jardim Olavo Bilac, São João de Meriti - RJ, 25575-280",5.0,,False,getechsolucoeseletricas@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
RAIMUNDO ELETRICISTA,"São João de Meriti, RJ",eletricista,,"R. Lima - Jardim Meriti, São João de Meriti - RJ, 25510-302",5.0,,False,raimundoeletricista074@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Conserp Construção e Pintura,"São João de Meriti, RJ",encanador,21) 98155-9666,"Estrada da Bica, 409 - Jardim Guanabara, Rio de Janeiro - RJ, 21931-070",,,False,conserpconstrucoes@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Hanna encanadora,"São João de Meriti, RJ",encanador,,"Av. Nilo Peçanha, 42 - Centro, Duque de Caxias - RJ, 26553-281",,,False,hanna2025@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Estética Andréa Peixoto,"São João de Meriti, RJ",estética,21) 97683-1166,"R. da Matriz, 353 - Sala 205 - Centro, São João de Meriti - RJ, 25525-130",5.0,,False,esteticaandreapeixoto@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Estética Avançada Lucielen Castro,"São João de Meriti, RJ",estética,21) 99581-3225,"Av. Dr. Arruda Negreiros, 244 - sala 6 - São João de Meriti, RJ, 25525-550",5.0,,False,lucielencastro.ld@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Studio Lacy Mattos,"São João de Meriti, RJ",estética,21) 96464-8357,"R. Manoel Machado Nunes, 55 - loja k - Centro, São João de Meriti - RJ, 25520-610",5.0,,False,lacymattos30@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Espaço Priorize Pilates,"São João de Meriti, RJ",estúdio de pilates,21) 99132-0199,"R. Barra Mansa, 16 - lote 10 quadra - Vilar dos Teles, São João de Meriti - RJ, 25555-760",5.0,,False,priorizepilates@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Vila Studio Pilates e Bem Estar,"São João de Meriti, RJ",estúdio de pilates,21) 95934-6476,"Av. Dep. José da Costa França, 480 - Vilar dos Teles, São João de Meriti - RJ, 25555-783",5.0,,False,vilastudiopilates@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Flora Destak,"São João de Meriti, RJ",floricultura,21) 2651-1055,"Av. Comendador Teles, 926 - Vilar dos Teles, São João de Meriti - RJ, 25561-162",4.5,,False,floradestak1992@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
RSTudodemoeda,"São João de Meriti, RJ",joalheria,21) 99474-3853,"Av. Presidente Lincoln, 1368 - Vilar dos Teles, São João de Meriti - RJ, 25555-204",4.9,,False,rstudodemoeda@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Rainha das joias,"São João de Meriti, RJ",joalheria,21) 97392-6551,"Av. Automóvel Clube, 2456 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",5.0,,False,belajoiasvilar@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Lokal Lanches Hamburgueria,"São João de Meriti, RJ",lanchonete,21) 98294-0759,"praça roberto silveira, 32 - São Mateus, São João de Meriti - RJ, 25525-510",4.5,,False,locallanchessaomatheus@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Rei do Lanche,"São João de Meriti, RJ",lanchonete,21) 2757-1757,"Av. Ana Brito da Silva, 78 - São Mateus, São João de Meriti - RJ, 25525-510",4.5,,False,recrutamento.reidolanche@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Sabino's Pizzaria E Lanches,"São João de Meriti, RJ",lanchonete,21) 4132-5799,"Av. Fagundes Varela - Vila São João, São João de Meriti - RJ, 25570-300",4.5,,False,sabinos.pizzariaelanches@outlook.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
monstrao lanches,"São João de Meriti, RJ",lanchonete,21) 96850-8177,"R. João Pascal de Faria, n 3 - Éden, São João de Meriti - RJ, 25535-380",4.6,,False,monsterlanches.sjm@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Silva's Clean,"São João de Meriti, RJ",lavanderia,21) 98204-3910,,,,False,silvacleancoml@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Elson Bike,"São João de Meriti, RJ",loja de bicicleta,,"Av. Dep. Almeida Franco, 1060 - Loja E - Jardim Olavo Bilac, Duque de Caxias - RJ, 25036-485",4.8,,False,elsontst@yahoo.com.br,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
J & J BIKE OFIClNA,"São João de Meriti, RJ",loja de bicicleta,21) 97630-2445,"Av. Gomes Freire, 120 - Pantanal, Duque de Caxias - RJ, 25040-160",5.0,,False,slbike.retro@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Oficina Cicle do Iris,"São João de Meriti, RJ",loja de bicicleta,,"Av. Comendador Teles, 1196 - Jardim Iris, São João de Meriti - RJ, 25561-162",4.0,,False,jearcoiris21@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
TurboBikes,"São João de Meriti, RJ",loja de bicicleta,21) 97039-9738,"Av. Comendador Teles, 3933 - Vilar dos Teles, São João de Meriti - RJ, 25575-814",5.0,,False,turbobikes21@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Jg Cell,"São João de Meriti, RJ",loja de celulares,21) 98270-4742,"Av. Comendador Teles - Vilar dos Teles, São João de Meriti - RJ, 25575-815",4.6,,False,jgcelliphones2023@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Johnny cell,"São João de Meriti, RJ",loja de celulares,,"R. Jacinto - Sítio dos Gansos, São João de Meriti - RJ, 25570-570",5.0,,False,johnnycell@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Marins Acessórios,"São João de Meriti, RJ",loja de celulares,21) 2751-0626,"Av. Automóvel Clube, 2384 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",4.7,,False,marinsacessorios46@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Rossler imports,"São João de Meriti, RJ",loja de celulares,21) 98145-3034,"Av. Automóvel Clube, 2600 - Lj 08 - Vilar dos Teles, São João de Meriti - RJ, 25555-831",4.5,,False,rodrigo.rossler@hotmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
SMART STORE,"São João de Meriti, RJ",loja de celulares,21) 96553-9229,"R. Arnaud Guedes de Amorim, 221 - Coelho da Rocha, São João de Meriti - RJ, 25550-570",5.0,,False,ziggysmartstore@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Forte Rio,"São João de Meriti, RJ",material de construção,21) 2757-3427,"Av. Comendador Teles - Vilar dos Teles, São João de Meriti - RJ, 25575-815",4.6,,False,forte.rio@hotmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Auto Confiança Oficina,"São João de Meriti, RJ",oficina mecânica,,"Av. Pernambucana, 1890 - Vila Rosali, São João de Meriti - RJ, 25510-430",5.0,,False,autoconfiancaom@hotmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Oficina Mecânica Garage,"São João de Meriti, RJ",oficina mecânica,21) 97349-6610,"Rua bento lisboa 121 - Jardim Meriti - Centro, São João de Meriti - RJ, 25510-325",5.0,,False,oficinamecanicagarage58@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Padaria e Confeitaria Jurema,"São João de Meriti, RJ",padaria,21) 2656-3467,"A, Av. Dr. Délio Guaraná, 453 - Éden, São João de Meriti - RJ, 25545-100",4.3,,False,padariaeconfeitariajurema@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pão da vida padaria e confeitaria 17 Ltda,"São João de Meriti, RJ",padaria,21) 2651-5861,"R. Otávio Mangabeira, 471 - Jardim Meriti, São João de Meriti - RJ, 25555-120",4.6,,False,paodavidapadaria17@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Papelaria e Bazar Josidei Presentes,"São João de Meriti, RJ",papelaria,21) 99100-1894,"Av. Euclídes da Cunha, 6 - quadra 49 - Vila São João, São João de Meriti - RJ, 25561-331",5.0,,False,bazarsaojoao@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Tg.papelaria,"São João de Meriti, RJ",papelaria,21) 99333-9684,"R. Dr. César Nascimento Monteiro, 350 - Vilar dos Teles, São João de Meriti - RJ, 25565-150",5.0,,False,tgpapelariaddos@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Amor de Bicho Pet Shop,"São João de Meriti, RJ",pet shop,21) 97601-4391,"R. Antero Pinto Pereira, 290 - Loja A - Jardim Meriti, São João de Meriti - RJ, 25555-490",4.6,,False,vetamordebicho@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pet Shop Cisne de Ouro,"São João de Meriti, RJ",pet shop,21) 2756-4579,"Praça Getúlio Vargas, 98 - Centro, São João de Meriti - RJ, 25520-580",4.4,,False,petcisnedeouro@hotmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pet shop Aguia de Eden,"São João de Meriti, RJ",pet shop,21) 3753-6776,"R. Cruz da Fé, 516 - Éden, São João de Meriti - RJ, 25545-170",5.0,,False,ssracoeseden@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pet's Center Vilar,"São João de Meriti, RJ",pet shop,21) 3668-6018,"R. Otávio Mangabeira, 950 - Jardim Meriti, São João de Meriti - RJ, 25555-120",4.6,,False,petscentervilar@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Clébio Oficina - Pintura automotiva,"São João de Meriti, RJ",pintor,21) 99978-3932,"R. Goiás, 359 - Centro, São João de Meriti - RJ, 25515-350",4.9,,False,clebio.oficina@yahoo.com.br,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Leitão Lanternagem e Pintura,"São João de Meriti, RJ",pintor,21) 2786-4001,"R. Pastor Joaquim Rosa, 369 - Jardim Meriti, São João de Meriti - RJ, 25555-740",4.7,,False,viniciusleitaoapvs@yahoo.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
T&S serviços de pinturas e reformas em geral,"São João de Meriti, RJ",pintor,21) 96530-5871,"Av.republica do Paraguai 475 Sarapuí - Gramacho, Duque de Caxias - RJ, 25050-100",5.0,,False,jsreformasemgeral2020@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pizzaria du Galego,"São João de Meriti, RJ",pizzaria,21) 96459-5462,"R. Doná Odília, 15 - QD 06 - Vila Tiradentes, São João de Meriti - RJ, 25525-270",5.0,,False,galegopizzas2021@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Pizzaria e Lanchonete Point do Carlinho,"São João de Meriti, RJ",pizzaria,21) 97047-4064,"Estr. das Pedrinhas, 275 - Venda Velha, São João de Meriti - RJ, 25580-660",4.2,,False,pizzariacarlinho@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Adegadega,"São João de Meriti, RJ",restaurante,21) 2756-3237,"R. Juíz Aderbal de Oliveira, 209 - Centro, São João de Meriti - RJ, 25520-021",4.4,,False,adegadega1@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Espaço Vianna's,"São João de Meriti, RJ",salão de beleza,21) 2651-2076,"Av. Comendador Teles, 2575 - Loja A - Vilar dos Teles, São João de Meriti - RJ, 25565-171",4.4,,False,braddockvianna@icloud.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
STUDIO GUSTAVO SATLER,"São João de Meriti, RJ",salão de beleza,21) 2655-0794,"Av. Automóvel Clube, 2660 - Jardim Jose Bonifacio, São João de Meriti - RJ, 25565-171",5.0,,False,gustavonyck@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Studio Rosa Beauty - Tamires e Taís,"São João de Meriti, RJ",salão de beleza,21) 99638-4647,"Av. Automóvel Clube, 3249 - loja 7 - Vilar dos Teles, São João de Meriti - RJ, 25561-170",5.0,,False,rosana_almeida_ribeiro@hotmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
A.M.G. SERRALHERIA,"São João de Meriti, RJ",serralheria,21) 3753-5029,"Av. Tôrres Homem, 30 - Éden, São João de Meriti - RJ, 25535-115",4.7,,False,amgserralheria99@hotmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Ferro e Aço Meriti Treliças prontas estrutura metálica,"São João de Meriti, RJ",serralheria,21) 98841-7504,"Av. Fluminense, 447 - Vila Rosali, São João de Meriti - RJ, 25510-142",4.8,,False,ferroeacoserralheriameriti@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Serralheria LM,"São João de Meriti, RJ",serralheria,3064-7924,"R. Joaquim Nabuco, 200 - Vilar dos Teles, São João de Meriti - RJ, 25560-160",,,False,lmserralheria13@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
VG Serralheria,"São João de Meriti, RJ",serralheria,21) 7858-4856,"Av. Automóvel Clube, 3639 - Loja 1 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",3.0,,False,vg.serralheria@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Mercado Pica Pau,"São João de Meriti, RJ",supermercado,21) 3665-2147,"Estr. Rio de Janeiro, 532 - Vila Santa Teresa, Belford Roxo - RJ, 26190-060",3.8,,False,merceariapicapau.sjm@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Lucineia Vidros,"São João de Meriti, RJ",vidraçaria,,"Av. Darcy Vargas, 682 - Vila Leopoldina, Duque de Caxias - RJ, 25035-250",5.0,,False,lucineia.vidros@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Vidraçaria Vitória,"São João de Meriti, RJ",vidraçaria,,"Parque Fluminense, Duque de Caxias - RJ, 25030-001",,,False,vidracariavitoria@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Oticas Flex,"São João de Meriti, RJ",ótica,21) 97047-9626,"R. Santo Antônio, 67 - Centro, São João de Meriti - RJ, 25515-260",5.0,,False,oticasflex022@gmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Ótica Olimpo,"São João de Meriti, RJ",ótica,21) 98095-7355,"R. Santo Antônio, 26 - loja - Centro, São João de Meriti - RJ, 25515-260",4.9,,False,oticaglassesrj@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Ótica Xavier,"São João de Meriti, RJ",ótica,21) 2756-1526,"Av. Automóvel Clube, 2528 - Vilar dos Teles, São João de Meriti - RJ, 25561-170",5.0,,False,otica.xavier@hotmail.com,comercial,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
Óticas Voe,"São João de Meriti, RJ",ótica,21) 98199-2635,"Av. Automóvel Clube, 2697 - Vilar dos Teles, São João de Meriti - RJ, 25565-171",5.0,,False,oticasvoe@gmail.com,cnpj,pessoal_relacionado,70,provedor publico mas parece ligado ao negocio
A2OralClin | Clínica odontológica em Belford Roxo | Implante Dentário | Próteses | Lentes de Contato em Resina,"Belford Roxo, RJ",,,,,,False,alineoliveirajulio@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Prime,"Belford Roxo, RJ",,,,,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia do Queiroz - Parque Fluminense,"Belford Roxo, RJ",,,,,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
CROSS TRAINING BEATRIZ LIRIO,"Belford Roxo, RJ",,,,,,False,eliadefollower@yahoo.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Caldinho Da Mamãe,"Belford Roxo, RJ",,,,,,False,priscilamacedo_22@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
CityFarma - Parque São José,"Belford Roxo, RJ",,,,,,False,city60@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Club Régua Máxima Barbearia,"Belford Roxo, RJ",,,,,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Consultório Dra. Nathalia Cirne,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Contador - Marcos Luiz,"Belford Roxo, RJ",,,,,,False,jornalismobelfordroxo@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Cultura Inglesa Vilar dos Teles,"Belford Roxo, RJ",,,,,,False,renatobra090760@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Cópia & Arte,"Belford Roxo, RJ",,,,,,False,gabirocha.1989@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Delícias da Rô,"Belford Roxo, RJ",,,,,,False,lucasgian74@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Delírio,"Belford Roxo, RJ",,,,,,False,empresaarquivo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Don Marlu's,"Belford Roxo, RJ",,,,,,False,donmarlos2021@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Eletricista Edmilson Luiz,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Espaço de Beleza Dona Bonita Cacheada,"Belford Roxo, RJ",,,,,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Estética Nana Garcez,"Belford Roxo, RJ",,,,,,False,cleonildosilva21@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Estúdio de Corte Marlon Ramos,"Belford Roxo, RJ",,,,,,False,renatinha.nails@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Felix Silva Contabilidade,"Belford Roxo, RJ",,,,,,False,rqalex@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Fluency Path,"Belford Roxo, RJ",,,,,,False,tiagoldacunha@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
GF joias,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Hanna - Piercing e Body Art em Belford Roxo,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Hospital de Clínicas de Belford Roxo,"Belford Roxo, RJ",,,,,,False,jluizamerico@ig.com.br,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
JAP Serviços Engenharia - BOMBEIRO HIDRÁULICO 24 HORAS,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
LR barbershop,"Belford Roxo, RJ",,,,,,False,kleytonlevado@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Lancheteria Pais e Filhos,"Belford Roxo, RJ",,,,,,False,riquinhoporciuncula@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Maroca Studio,"Belford Roxo, RJ",,,,,,False,leizecristinee2@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Mercado Rei da Economia,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
ORGANIZAÇÃO MOUTA CONTÁBIL LTDA,"Belford Roxo, RJ",,,,,,False,lucasgian74@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
PIZZARIA DMAIS - B.Roxo,"Belford Roxo, RJ",,,,,,False,claudiojuniorweb@hotmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Pizzaria La Dolce Toscana,"Belford Roxo, RJ",,,,,,False,cleberluiz@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Pré vestibular Comunitário Paulo Freire,"Belford Roxo, RJ",,,,,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Pés & Patas Belford Roxo,"Belford Roxo, RJ",,,,,,False,tiago.baumfeld@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Renova pinturas BR,"Belford Roxo, RJ",,,,,,False,marcelofarias139@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Restaurante Velozes e Saborosos,"Belford Roxo, RJ",,,,,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Studio B - Salão de Beleza Premium,"Belford Roxo, RJ",,,,,,False,brunocarvalho_rio@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
The Move Co. | Pilates,"Belford Roxo, RJ",,,,,,False,agatalobatofisioterapia@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
VETERINÁRIA AMORIM,"Belford Roxo, RJ",,,,,,False,mp.anthony.tc@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Ziquinho lanches,"Belford Roxo, RJ",,,,,,False,euziramendes2009@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
elite fit,"Belford Roxo, RJ",academia,21) 3748-4888,"Av. Augusto Vasco Aranha, 193 - Areia Branca, Belford Roxo - RJ, 26112-100",4.5,,False,orgtania.cont@ig.com.br,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Autoescola Corrida Maluca,"Belford Roxo, RJ",auto escola,21) 97028-5574,"Estr. Aníbal da Mota, 321 - loja c - Parque Sao Jose, Belford Roxo - RJ, 26190-310",5.0,,False,cfcrmclinltda@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Bar do Mortadela,"Belford Roxo, RJ",bar,21) 2661-7804,"R. Felipe Antônio Lopes Pinto - Xavantes, Belford Roxo - RJ, 26125-063",4.5,,False,bartolomeu11moreno@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Karaokê Bar Da Iara,"Belford Roxo, RJ",bar,,"Rua Jesus Castor - Areia Branca, Belford Roxo - RJ, 26112-280",4.7,,False,melissaneres7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
BARBEARIA DIOVANE LOHART,"Belford Roxo, RJ",barbearia,21) 99494-9335,"Rua Valódia - Parque Sao Vicente, Belford Roxo - RJ, 26173-270",4.9,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
BarbeR'affa,"Belford Roxo, RJ",barbearia,21) 97446-2258,"Rua Janete 28 Quadra 3/jardim limeira-prq são josé . Belford roxo jardim limeira - Parque Sao Jose, Belford Roxo - RJ, 26193-040",5.0,,False,ronaldinho1203@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbear shop eraldinho Du corttes,"Belford Roxo, RJ",barbearia,,"R. Pres. Costa e Silva - Parque Sao Vicente, Belford Roxo - RJ, 26172-060",5.0,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Br du Corte,"Belford Roxo, RJ",barbearia,21) 99008-4727,"Av. Retiro da Imprensa, 1510 - Piam, Belford Roxo - RJ, 26112-180",5.0,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Do Bodó,"Belford Roxo, RJ",barbearia,99014-4361,"R. Itororós, 7 - Lote 1, quadra - Vila Vicosa, Belford Roxo - RJ, 26167-325",4.9,,False,rodrigodasilvasanpaio109@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Do Boneco,"Belford Roxo, RJ",barbearia,21) 96583-4878,"Av. Gen. Carlos Marciano de Medeiros, 14-83 - Parque dos Ferreiras, Belford Roxo - RJ, 26183-660",5.0,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Styllus,"Belford Roxo, RJ",barbearia,21) 97522-0053,"R. Sidônio País, n°80 - 313-399 - Parque Sao Bernardo, Belford Roxo - RJ, 26167-220",4.8,,False,edypinheiro049@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia do Rikinho,"Belford Roxo, RJ",barbearia,21) 97698-5486,"R. Delgado de Carvalho, 2 - Vila São José, Duque de Caxias - RJ, 25040-240",5.0,,False,rogerio.vnc@outlook.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia tradicional 822,"Belford Roxo, RJ",barbearia,21) 99683-9908,"Estr. Belford Roxo, 821 - Bom Pastor, Belford Roxo - RJ, 26195-010",5.0,,False,karencharles.melo@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbeirinho - Belford Roxo,"Belford Roxo, RJ",barbearia,,"QR7- Redentor - Av. Seis de Dezembro, LJ 1 -LT2 - Jardim Redentor, Belford Roxo - RJ, 26110-140",4.8,,False,gabirocha.1989@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Heitor Barber Shop,"Belford Roxo, RJ",barbearia,21) 96901-6319,"Av. Blvd. São Vicente, 525 - Loja 1 - Parque Sao Vicente, Belford Roxo - RJ, 26170-480",4.9,,False,jefinhobarbeiro2018@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Roxo Por Patas,"Belford Roxo, RJ",clínica veterinária,21) 99609-0927,"Av. Retiro da Imprensa, 1555 - Piam, Belford Roxo - RJ, 26112-180",4.9,,False,juneikerc@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
