nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
Estética espelho mágico,"Itaguaí, RJ",estética,,"R. João Simões de Souza, 37 - quadra 39 - Vila Margarida, Itaguaí - RJ, 23822-025",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Spa Novo Visual,"Itaguaí, RJ",estética,21) 98698-9229,"R. Amélia Louzada, 96 - Centro, Itaguaí - RJ, 23815-180",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
EMPÓRIO DOS VASOS,"Itaguaí, RJ",floricultura,21) 97947-5835,"R. Euclídes de Andrade, 12 - Riviera, Itaguaí - RJ, 23825-400",3.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pantanal Flores Floricultura,"Itaguaí, RJ",floricultura,21) 99747-3373,"Estr. Ari Parreiras, 57B - Centro, Itaguaí - RJ, 23815-541",5.0,,False,pascalcouturier@free.fr,comercial,negocio_direto,90,dominio proprio,ok
Simone Flores,"Itaguaí, RJ",floricultura,21) 2688-4422,"R. Cesário de Melo, 18 - Centro, Itaguaí - RJ, 23815-230",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Itaguai centro,"Itaguaí, RJ",imobiliária,,"R. Ivete Lino Ribeiro, 58 - Centro, Itaguaí - RJ, 23810-540",5.0,,False,4260.arnaldo@bradesco.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Alex Relojoeiro,"Itaguaí, RJ",joalheria,21) 2687-8388,"Rua Paulo de Frontin, 72 - (Ao lado do Banco Itau) - Centro, Rio de Janeiro - RJ, 23815-310",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Savan Joias,"Itaguaí, RJ",joalheria,21) 97225-6721,"Rua general bocaiuva, 512 - Centro, Itaguaí - RJ, 23815-310",4.7,,False,baseball@mlb.com,comercial,negocio_direto,90,dominio proprio,ok
Café no Bule,"Itaguaí, RJ",lanchonete,21) 97008-2808,"Rod. Rio-Santos - Coroa Grande, Itaguaí - RJ, 23825-205",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ragu's Lanches e Petiscos,"Itaguaí, RJ",lanchonete,21) 97545-4678,"R. Castro Alves - Monte Serrat, Itaguaí - RJ, 23810-460",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ravís Sucos & Lanches,"Itaguaí, RJ",lanchonete,21) 3782-3777,"R. Clementino Almeida Câmara, S/N - Lote 19 - Parque Independencia, Itaguaí - RJ, 23810-550",4.4,,False,platforms@hgtv.com,comercial,negocio_direto,90,dominio proprio,ok
Fj Laundry,"Itaguaí, RJ",lavanderia,21) 96743-4851,"R. da Glória, 43 - Califórnia, Itaguaí - RJ, 23810-120",5.0,,False,volgarino@mail.com,comercial,negocio_direto,90,dominio proprio,ok
Lavanderia da Cidade,"Itaguaí, RJ",lavanderia,21) 2688-8886,"R. Protógenes Guimarães, 09 - Centro, Itaguaí - RJ, 23810-740",4.0,,False,recreio@aluminosa.com.br,comercial,negocio_direto,90,dominio proprio,ok
Bike & Cia,"Itaguaí, RJ",loja de bicicleta,21) 3395-0967,"Av. Isabel, 37 - Santa Cruz, Rio de Janeiro - RJ, 23510-151",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Bike & Cia Peças e Acessorios,"Itaguaí, RJ",loja de bicicleta,21) 2688-8664,"Av. Pref. Ismael Cavalcanti, 79 - Centro, Itaguaí - RJ, 23810-201",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Daniel oficina de bicicleta,"Itaguaí, RJ",loja de bicicleta,21) 98168-8079,"Av. Santana, 185 - Itacuruçá, Mangaratiba - RJ, 23860-000",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ed Bike,"Itaguaí, RJ",loja de bicicleta,21) 96455-6665,"Av. Itaguaí, 7 B - Centro, Itaguaí - RJ, 23820-306",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Zé das Bicicletas,"Itaguaí, RJ",loja de bicicleta,21) 2688-2359,"Estr. Ari Parreiras, 1090 - Engenho, Itaguaí - RJ, 23820-302",4.8,,False,journey@storedeveloper.microsoft.com,comercial,negocio_direto,90,dominio proprio,ok
winer bike,"Itaguaí, RJ",loja de bicicleta,21) 97135-7247,"Av. Pref. Isoldackson Cruz de Brito - Centro, Itaguaí - RJ, 23830-000",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Bazonicell,"Itaguaí, RJ",loja de celulares,21) 98272-1411,"Av. Paulo de Frontin, 275 - Centro, Itaguaí - RJ, 23815-490",4.9,,False,orbit@communities.com,comercial,negocio_direto,90,dominio proprio,ok
ConsertCell,"Itaguaí, RJ",loja de celulares,21) 96934-6379,"Av. Pref. Ismael Cavalcanti - Centro, Itaguaí - RJ, 23815-415",4.5,,False,screen@sheets.google.com,comercial,negocio_direto,90,dominio proprio,ok
Dr Cell,"Itaguaí, RJ",loja de celulares,21) 96932-5263,"R. Dr. Curvelo Cavalcanti, 198 - Centro, Itaguaí - RJ, 23810-200",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
ShoppingCell Itaguaí,"Itaguaí, RJ",loja de celulares,21) 96737-3500,"R. Augusto Costa Pereira, 29 - Vila Margarida, Itaguaí - RJ, 23821-070",5.0,,False,support@tripleseat.com,comercial,negocio_direto,90,dominio proprio,ok
Verde Store,"Itaguaí, RJ",loja de celulares,21) 98357-2324,"Edifício Antônio Tavares - Av. Paulo de Frontin, 253 - Centro, Itaguaí - RJ, 23815-490",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
A&S Ponto Barato Itaguaí,"Itaguaí, RJ",loja de móveis,21) 96537-5876,"R. Mazomba, 129 - 1 - Chaperó, Itaguaí - RJ, 23812-101",3.9,,False,character@fileformat.info,comercial,negocio_direto,90,dominio proprio,ok
Brecho coqueiral,"Itaguaí, RJ",loja de móveis,21) 96497-3370,"Av. Pref. Ismael Cavalcanti - Centro, Itaguaí - RJ, 23815-160",4.8,,False,support@support.whatsapp.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Mecanica Klebinho,"Itaguaí, RJ",oficina mecânica,,"R. Canadá Oeste, 466 - Jardim America, Itaguaí - RJ, 23810-060",4.8,,False,adolpho.henrique@hotmail.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Isaque Autocenter,"Itaguaí, RJ",oficina mecânica,21) 96948-1932,"Av. Itaguaí, 1 - quadra 78 - Engenho, Itaguaí - RJ, 23820-306",4.9,,False,cobranca@redegtb.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Maná Padaria,"Itaguaí, RJ",padaria,,"R. Guilherme Serrano, Lote 17 - Quadra J - Vila Geny, Itaguaí - RJ, 23825-480",4.8,,False,gencont@veloxmail.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Padaria Mister Pão,"Itaguaí, RJ",padaria,,"Estr. Ari Parreiras, 1503 - Centro, Itaguaí - RJ, 23820-301",4.6,,False,scribbamg@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Padaria Sabor de Mel,"Itaguaí, RJ",padaria,,"R. Manuel Teixeira da Costa, 28 - Brisa Mar, Itaguaí - RJ, 23823",4.6,,False,cleivaneribeiro@2017.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Topinfo Itaguaí - Informática e Papelaria Itaguaí,"Itaguaí, RJ",papelaria,21) 2688-5753,"lado do antigo Hospital Nossa Senhora Da Guia Ao lado da nova Academia LifeFit - Av. Pref. Ismael Cavalcanti, 61 - loja 01 Ao - Centro, Itaguaí - RJ, 23815-415",4.8,,False,communications@suominencorp.com,comercial,negocio_direto,90,dominio proprio,ok
Neiva Bastos - Loiros Platinados,"Itaguaí, RJ",salão de beleza,21) 97466-7730,"Estr. Ari Parreiras - Engenho, Itaguaí - RJ, 23820-301",4.7,,False,araraquara@correios.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Salão Dellas,"Itaguaí, RJ",salão de beleza,21) 98211-4350,"R. Dr. Curvelo Cavalcanti, 189 - sala 308 - Centro, Itaguaí - RJ, 23810-201",4.8,,False,0.andre0de0sallles.0@gmai.com,cnpj,negocio_direto,90,dominio proprio,ok
Girão Serralheria e Vidraçaria,"Itaguaí, RJ",serralheria,21) 99625-0773,"Rua Irineia Virçosa - s/n Lt 16 Qd 20, RJ",4.5,,False,service@apmex.com,comercial,negocio_direto,90,dominio proprio,ok
J.L Serralheria,"Itaguaí, RJ",serralheria,21) 96980-1903,"R. Gregório Manoel Domingos, 56 - Brisa Mar, Itaguaí - RJ, 23823-410",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Super Barra Serralheria,"Itaguaí, RJ",serralheria,21) 2687-9113,"OFICINA - R. Antônia Dolores da Silva, 27 - Quadra 12 - Brisa Mar, Itaguaí - RJ, 23823-220",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
M ercado Familhão,"Itaguaí, RJ",supermercado,21) 98313-8265,"R. Tabajara, s/n - Vila Ibirapitanga, Itaguaí - RJ, 23812-150",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Mercado Peg Pag,"Itaguaí, RJ",supermercado,21) 97056-5509,"R. Gen. Bocaiúva, 499 - Centro, Itaguaí - RJ, 23815-310",4.5,,False,found@www.springernature.com,comercial,negocio_direto,90,dominio proprio,ok
Mercado Super Rede - Itaguaí,"Itaguaí, RJ",supermercado,21) 96578-9635,"R. Goiás - Amendoeira, Itaguaí - RJ, 23820-260",4.5,,False,soytransparente@mineducacion.gov.co,comercial,negocio_direto,90,dominio proprio,ok
Mine Mercado Costa Do Sol,"Itaguaí, RJ",supermercado,21) 2687-9850,"439, R. Pedro Pacheco, 1 - Brisa Mar, Itaguaí - RJ",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Super Compras - Engenho,"Itaguaí, RJ",supermercado,21) 98216-5656,"Av. Itaguaí, 788 - Engenho, Itaguaí - RJ, 23820-306",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Super Compras - Águas Lindas,"Itaguaí, RJ",supermercado,,"Estr. de Chaperó, S/N - Vila Ibirapitanga, Itaguaí - RJ, 23812-255",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
J&J Serralheria e Vidraçaria,"Itaguaí, RJ",vidraçaria,21) 96598-9215,"Rod. Rio-Santos, Km 21 Lote 22 Qd 14 - Vila Geni, Itaguaí - RJ, 23851-970",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Mega Fit,"Japeri, RJ",academia,96526-4028,"Estr. Santo Antônio, 490-562 - Eng. Pedreira, Japeri - RJ",4.8,,False,michelote@hotmail.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Centro Médico e Labac Dr Jorge Leite,"Japeri, RJ",clínica médica,21) 99751-1207,"Av. Leni Ferreira, 75 - Centro, Japeri - RJ, 26435-210",,,False,segmed@segmedrio.com.br,comercial,negocio_direto,90,dominio proprio,ok
Laboratório MedWest | Exames Laboratoriais e Clínica MedWest | Japeri e Regiões,"Japeri, RJ",clínica médica,21) 97775-7667,"Av. Leni Ferreira, 141 - Loja 1 - Centro, Japeri - RJ, 26435-210",5.0,,False,atendimentoclrj@dasa.com.br,comercial,negocio_direto,90,dominio proprio,ok
CR CONSULTORIA CONTÁBIL E FISCAL,"Japeri, RJ",contador,,"Estrada Miguel Pereira, N° 377 - SOBRE LOJA 101 - Nova Belém, Japeri - RJ, 26443-050",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
"Schiavo, Wallace","Japeri, RJ",dentista,21) 2670-1139,"Av. Leni Ferreira, 150 - Centro de Japeri, Japeri - RJ, 26435-210",2.3,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Espaço de Arte e movimento,"Japeri, RJ",estúdio de pilates,21) 98273-5531,"R. Soares D Andréia, 52 - Vila Rosário, Duque de Caxias - RJ, 25040-130",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Vida Verde,"Japeri, RJ",floricultura,21) 96872-7441,"R. Cel. Monteiros de Barros - Austin, Nova Iguaçu - RJ, 26087-150",4.9,,False,flamex@flamexnet.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Elegance jóias ltda,"Japeri, RJ",joalheria,21) 2665-6284,"Praça nossa senhora da Conceição 75 loja 10 - Centro, Queimados - RJ, 26325-380",3.4,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Ben's açaí Engenheiro Pedreira,"Japeri, RJ",lanchonete,21) 97997-3464,"Engenheiro Pedreira - Av. Tancredo Neves, 1631 - Parque Mucaja, Japeri - RJ, 26420-243",4.7,,False,produtosdebeleza@gmail.com.br,comercial,negocio_direto,90,dominio proprio,ok
Elson Bike,"Japeri, RJ",loja de bicicleta,,"Av. Dep. Almeida Franco, 1060 - Loja E - Jardim Olavo Bilac, Duque de Caxias - RJ, 25036-485",4.8,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Xodó Auto Mecânica Geral,"Japeri, RJ",oficina mecânica,21) 99768-8682,"R. Venceslau, 30 - Méier, Rio de Janeiro - RJ, 20735-160",4.4,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Padaria e Mercearia Emanuel,"Japeri, RJ",padaria,21) 2664-4767,"Estr. dos Alhos - Parque Guandu, Japeri - RJ, 26420-360",4.2,,False,rslopesdelima@htomail.com,cnpj,negocio_direto,90,dominio proprio,ok
Mercearia Andreia M,"Japeri, RJ",pet shop,21) 98107-0762,"Estr. Santo Antônio, 4 - Eng. Pedreira, Japeri - RJ, 26480-020",4.8,,False,lgl@gruporangel.com,cnpj,negocio_direto,90,dominio proprio,ok
Oficina Point Car,"Japeri, RJ",pintor,21) 97033-7668,"Estr. Santo Antônio, 18 - Eng. Pedreira, Japeri - RJ, 26455-280",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
"Paulinho Funilaria E Pintura, estrada Ary Schiavo, número 8. Parque Amaro. Japeri","Japeri, RJ",pintor,,"Estr. Ari Schiavo - Parque Amaro, Japeri - RJ",5.0,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Terrabite,"Japeri, RJ",restaurante,21) 96662-3375,"Av. Tancredo Neves, 76 - Citrópolis, Japeri - RJ, 26420-243",5.0,,False,usuario@seudominio.com.br,comercial,negocio_direto,90,dominio proprio,ok
Candido Serralheria e Vidraçaria,"Japeri, RJ",serralheria,21) 97679-0346,"Travessa Marquês, 27 - Centro, Queimados - RJ, 26310-215",4.8,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
LL Serralheria & Blindex,"Japeri, RJ",serralheria,,"Av. Genésio Pereira Viléla, 212 - Eng. Pedreira, Japeri - RJ, 26430-240",,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Kairós Serralheria e vidraçaria,"Japeri, RJ",vidraçaria,21) 99547-7794,"R. João Evangelista de Carvalho, 2018 - Cabral, Nilópolis - RJ, 26520-500",4.7,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Vidraçaria Itatiaia,"Japeri, RJ",vidraçaria,21) 2771-6528,"Av. Pres. Tancredo Neves - Itatiaia, Duque de Caxias - RJ, 25070-096",4.6,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Vidraçaria Madsen Temper,"Japeri, RJ",vidraçaria,21) 98538-3172,"Av. Prof. Avelino Xanxão, 200 - Centro - Vila do Tinguá, Queimados - RJ, 26383-070",4.9,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Academia Mega Physical,"Mesquita, RJ",academia,21) 3763-7223,"R. Manoel Afonso, 211 - Centro, Mesquita - RJ, 26551-550",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Perfil,"Mesquita, RJ",academia,21) 3763-8373,"R. Fátima Goulart, 33 - Centro, Mesquita - RJ, 26551-520",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Studio Bella's Treinamento Funcional,"Mesquita, RJ",academia,21) 97638-1234,"R. Cesário, 34 - Santo Elias, Mesquita - RJ, 26562-420",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
ASES ESCRITÓRIO DE ADVOCACIA,"Mesquita, RJ",advogado,21) 2796-7379,"R. Mr. Watkins, 179 - Centro, Mesquita - RJ, 26553-090",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Escola Sinal Verde,"Mesquita, RJ",auto escola,21) 2792-7844,"R. Mr. Watkins, 188 - Centro, Mesquita - RJ, 26553-090",4.9,,False,faleconosco@firjan.com.br,comercial,negocio_direto,90,dominio proprio,ok
F1 Car Academy,"Mesquita, RJ",auto escola,21) 96573-7063,"R. Policarpo, 379 - Santo Elias, Mesquita - RJ, 26562-100",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
USA - Auto Escola,"Mesquita, RJ",auto escola,21) 2696-9230,"Av. Coelho da Rocha, 970 - BNH, Mesquita - RJ, 26574-391",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Palácio do Chopp Mesquita,"Mesquita, RJ",bar,21) 98302-8427,"R. Verdade, 439 - Centro, Mesquita - RJ, 26553-200",4.6,,False,ouvidoria@multi.rio,comercial,negocio_direto,90,dominio proprio,ok
Saidêra Bar e Petiscaria,"Mesquita, RJ",bar,21) 96806-8905,"R. Pref. José Montes Paixão - Centro, Mesquita - RJ, 26553-161",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
PJ Barbearia,"Mesquita, RJ",barbearia,21) 96496-4237,"R. Cap. Teles, 480 - Centro, Mesquita - RJ, 26551-190",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
CMM-Centro Médico de Mesquita,"Mesquita, RJ",clínica médica,21) 2796-4198,"Av. Dr. Manuel Duarte, 609 - Centro, Mesquita - RJ, 26554-160",3.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Mister Pet Veterinária,"Mesquita, RJ",clínica veterinária,21) 2796-4982,"R. Cosmorama, 1035 - Cosmorama, Mesquita - RJ, 26582-020",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
"Brunnos Cakes Confeitaria - Bolos, Doces e sobremesas","Mesquita, RJ",confeitaria,21) 98572-0626,"R. Josefina, 0000 - Santo Elias, Mesquita - RJ, 26560-542",5.0,,False,planet.@backpackingguys.com,comercial,negocio_direto,90,dominio proprio,ok
Delícias de Maná,"Mesquita, RJ",confeitaria,21) 3589-8901,"Rua Sotero, 237 - Santo Elias, Mesquita - RJ, 26560-480",4.6,,False,indies@multan.he,comercial,negocio_direto,90,dominio proprio,ok
Palmerim Contabilidade,"Mesquita, RJ",contador,Rotas,"R. Heitor da Costa Val, 19 - Centro, Mesquita - RJ, 26553-150",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra Caroline Lemos | Implantes dentários em Mesquita | Alinhadores invisíveis em Mesquita | Dentista,"Mesquita, RJ",dentista,21) 98800-9271,"Av. Marechal Castelo Branco, 246 - Edson Passos, Mesquita - RJ, 26584-170",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
GRS Construção & Reformas,"Mesquita, RJ",encanador,21) 96584-3137,"Av. Baronesa de Mesquita, 1052 - Vila Emil, Mesquita - RJ, 26580-000",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Flora Estética,"Mesquita, RJ",estética,21) 98350-1156,"Av. Oliveiras, 65 - Rocha Sobrinho, Mesquita - RJ, 26574-690",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Renata Franco Estética,"Mesquita, RJ",estética,21) 97885-6075,"R. Zeferino, 951 - Vila Emil, Mesquita - RJ, 26551-081",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
FisioNutri Studio de Pilates,"Mesquita, RJ",estúdio de pilates,21) 96785-1896,"R. Marquesa de Grizelda, 464 - sala 203 - Edson Passos, Mesquita - RJ, 26584-011",5.0,,False,orlando@controssi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
J.S Flores,"Mesquita, RJ",floricultura,21) 98087-2159,"Av. Gov. Celso Peçanha, 549 - Cruzeiro do Sul, Mesquita - RJ, 26551-200",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Walney da floricultura,"Mesquita, RJ",floricultura,21) 99952-4670,"Rua Papa João xxlll, número 165, Mesquita - RJ, 26553-120",,,False,support@support.whatsapp.com,comercial,negocio_direto,90,dominio proprio,ok
JN IMOBILIÁRIA,"Mesquita, RJ",imobiliária,21) 2796-7369,"Tv. Serrano, 30 - 30A - Banco de Areia, Mesquita - RJ, 26570-300",5.0,,False,如何登陆@jn.shandong.cn邮箱,comercial,negocio_direto,90,dominio proprio,ok
MEGA Imóveis,"Mesquita, RJ",imobiliária,21) 2792-4892,"R. Cosmorama, 934 - Loja 05 - Cosmorama, Mesquita - RJ, 26582-370",3.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Família Glorinha - Hambúrguer | Cachorro Quente,"Mesquita, RJ",lanchonete,21) 97992-0329,"R. Elpídio, 133 - Cruzeiro do Sul, Mesquita - RJ, 26551-061",4.5,,False,ceu@scotland.gsi.gov.uk,comercial,negocio_direto,90,dominio proprio,ok
Nosso Lugar Pizzaria,"Mesquita, RJ",lanchonete,21) 99611-8510,"R. Ambrósio, 363 - Vila Emil, Mesquita - RJ, 26580-250",4.6,,False,dan1162@orange.fr,comercial,negocio_direto,90,dominio proprio,ok
Sophia Lanches,"Mesquita, RJ",lanchonete,21) 2797-5859,"R. Lídia, 781 - Chatuba, Mesquita - RJ, 26587-000",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
LAVA & SECA LAVANDERIA SELF SERVICE,"Mesquita, RJ",lavanderia,21) 99595-5180,"R. Cosmorama, 1069 - Cosmorama, Mesquita - RJ, 26582-020",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Lava&leve Lavanderia (Delivery),"Mesquita, RJ",lavanderia,21) 97981-6107,,5.0,,False,marta.ferrer@mrjeffapp.com,cnpj,negocio_direto,90,dominio proprio,ok
Olaf Lavanderias Bar,"Mesquita, RJ",lavanderia,21) 99920-0793,"R. Antônio Rodrigues Oliveira, 258 - Coréia, Mesquita - RJ, 26556-120",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Cyclo bike,"Mesquita, RJ",loja de bicicleta,21) 99373-5151,"R. Cesário, 1013 - Santo Elias, Mesquita - RJ, 26562-420",5.0,,False,privacy@biblegateway.com,comercial,negocio_direto,90,dominio proprio,ok
Mundoxtech,"Mesquita, RJ",loja de celulares,21) 97562-7024,"R. Cosmorama, 600 - loja 05 - Cosmorama, Mesquita - RJ, 26582-020",5.0,,False,directory@humana.com,comercial,negocio_direto,90,dominio proprio,ok
Xt_Oncell,"Mesquita, RJ",loja de celulares,21) 98227-6670,"R. Cel. França Leite, 43 - Chatuba, Mesquita - RJ, 26587-110",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
pj cell,"Mesquita, RJ",loja de celulares,21) 99217-2153,"R. Ambrósio, 234 - Vila Emil, Mesquita - RJ, 26580-250",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
J.c.móveis,"Mesquita, RJ",loja de móveis,,"R. Paz e Amor, 140 - Jacutinga, Mesquita - RJ, 26562-330",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Linda Kasa,"Mesquita, RJ",loja de móveis,21) 98174-7793,"R. Bráulio, 860 - Santo Elias, Mesquita - RJ, 26562-020",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
SD Souza Móveis,"Mesquita, RJ",loja de móveis,21) 3763-4808,"Av. Gov. Celso Peçanha, 1745 - Banco de Areia, Mesquita - RJ, 26551-200",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Capadócia Loja de Roupas,"Mesquita, RJ",loja de roupas,21) 99747-7221,"R. Hercília, 602 - Vila Emil, Mesquita - RJ, 26580-131",5.0,,False,support@guard.io,comercial,negocio_direto,90,dominio proprio,ok
Dona Filló,"Mesquita, RJ",loja de roupas,21) 3746-2260,"R. Ambrósio, 70 - Vila Emil, Mesquita - RJ, 26580-250",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Maria Flor Moda Feminina,"Mesquita, RJ",loja de roupas,21) 97930-9486,"R. Marisa, 50 - Chatuba, Mesquita - RJ, 26585-280",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Oh Glória,"Mesquita, RJ",loja de roupas,21) 2796-1435,"Av. Pres. Costa e Silva, 1915 - Centro, Mesquita - RJ, 26553-295",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Gomes Móveis Sob Medida,"Mesquita, RJ",marcenaria,,"R. Minerva, 1008 - casa 9 - Centro, Mesquita - RJ, 26553-231",5.0,,False,rosemesquita_gbi@hotmil.com,cnpj,negocio_direto,90,dominio proprio,ok
LR CONSTRULAR Casa & Construção,"Mesquita, RJ",material de construção,21) 99987-9872,"Av. Gov. Celso Peçanha, 1509 - Banco de Areia, Mesquita - RJ, 26570-000",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Mecânica VE,"Mesquita, RJ",oficina mecânica,21) 99088-9185,"R. Cristiano, 19 - Centro, Mesquita - RJ, 26551-310",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Box 206 auto mecânica,"Mesquita, RJ",oficina mecânica,21) 96945-4484,"R. Josefina, 216 - Santo Elias, Mesquita - RJ, 26560-542",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Box 62 Centro Automotivo e Estética,"Mesquita, RJ",oficina mecânica,21) 99713-4277,"R. da Vila, 62 - Vila Emil, Mesquita - RJ, 26580-255",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Engrene Bem,"Mesquita, RJ",oficina mecânica,,"Av. Gov. Celso Peçanha, 743 - Centro, Mesquita - RJ, 26551-200",4.6,,False,communications@altruvawellness.com,comercial,negocio_direto,90,dominio proprio,ok
RR Oficina Mecanica,"Mesquita, RJ",oficina mecânica,21) 2697-4226,"Av. Gov. Celso Peçanha - Centro, Mesquita - RJ, 26570-020",3.7,,False,eneustaedter@usgs.gov,comercial,negocio_direto,90,dominio proprio,ok
EuroPão,"Mesquita, RJ",padaria,,"R. Bráulio, 98 - Santo Elias, Mesquita - RJ, 26560-580",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
