nome,telefone,whatsapp,instagram,email,categoria,cidade,bairro,endereco,tem_site,url_site,avaliacao,num_avaliacoes
Espaço Léo Lopes Jardim Botânico,21) 98390-6735,https://api.whatsapp.com/send?phone=5521976555748,http://instagram.com/espacoleolopesoficial,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 657 - Loja C - Jardim Botânico, Rio de Janeiro - RJ, 22470-050",False,http://instagram.com/espacoleolopesoficial,3.7,
Bianca Dutra Studio Ipanema,21) 96524-9034,21) 96524-9034,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Ipanema,"R. Visc. de Pirajá, 330 - loja 301 - Ipanema, Rio de Janeiro - RJ, 22410-001",False,,4.9,
Brise Studio de beleza depilação e estetica,21) 3577-7796,,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Lagoa,"R. Maria Angélica, 171 - loja 111 - Lagoa, Rio de Janeiro - RJ, 22470-201",False,,4.9,
Studio SSS,21) 2422-5716,,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Lopes Quintas, 46 - casa 2 - Jardim Botânico, Rio de Janeiro - RJ, 22460-012",False,,4.3,
Espaço Facial Jardim Botânico - Harmonização Facial,21) 98281-8948,21) 98281-8948,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 568 - loja G - Jardim Botânico, Rio de Janeiro - RJ, 22261-070",False,,4.9,
Studio Natasha Gonçalves,21) 96923-8570,21) 96923-8570,https://www.instagram.com/beautynatasha_,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Visc. de Carandaí, 28 - Jardim Botânico, Rio de Janeiro - RJ, 22460-020",False,https://www.instagram.com/beautynatasha_/,5.0,
Face Design -Sobrancelhas / Micropigmentação - Taty Moura,21) 98824-9501,21) 98824-9501,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Leblon,"R. Visc. de Pirajá, 156 - Leblon, Rio de Janeiro - RJ, 22410-000",False,,4.9,
Salão de Beleza Edi Vieira,21) 3547-4907,5521985700390,https://www.instagram.com/edivieiracabeleireiros,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 728 - Loja 113 - Jardim Botânico, Rio de Janeiro - RJ, 22470-040",False,https://www.instagram.com/edivieiracabeleireiros/,4.7,
Ks Beauty Academy (Studio de Beleza),21) 99520-4039,21) 99520-4039,https://instagram.com/ks_beautyacademy?igshid=MzRlODBiNWFlZA==,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",São Conrado,"Estr. da Gávea, 640 - Sala 403 - São Conrado, Rio de Janeiro - RJ, 22610-001",False,https://instagram.com/ks_beautyacademy?igshid=MzRlODBiNWFlZA==,5.0,
"Patricia Ribeiro - Design de Sobrancelhas, Depilação e Estética Facial",21) 98561-8611,21) 98561-8611,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Gávea,"Gávea Trade Center - R. Marquês de São Vicente, 124 - Loja 106 - Gávea, Rio de Janeiro - RJ, 22451-040",False,,4.7,
Studio Leblon,21) 99652-7627,21) 99652-7627,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Leblon,"Av. Gen. San Martin, 1062 - Leblon, Rio de Janeiro - RJ, 22441-014",False,,4.6,
Escultural,21) 2536-1159,,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",Lagoa,"R. Fonte da Saudade, 31 - Lagoa, Rio de Janeiro - RJ, 22471-210",False,,5.0,
Akemii - Studio de Beleza,21) 97635-7249,21) 97635-7249,,,studio de sobrancelha,"Jardim Botânico - Rio de Janeiro, RJ",São Conrado,"Estr. da Gávea, 640 - sala 205 - São Conrado, Rio de Janeiro - RJ, 22610-002",False,,5.0,
Studio Natasha Gonçalves,21) 96923-8570,21) 96923-8570,https://www.instagram.com/beautynatasha_,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Visc. de Carandaí, 28 - Jardim Botânico, Rio de Janeiro - RJ, 22460-020",False,https://www.instagram.com/beautynatasha_/,5.0,
Studio Jaqueline Mendes | Extensão de cílios Academy,21) 99606-0584,21) 99606-0584,https://instagram.com/jaquemendes_academy?igshid=YmMyMTA2M2Y=,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Vila Valqueire,"Estrada Intendente Magalhães, 678 - sala 203 - Vila Valqueire, Rio de Janeiro - RJ, 21331-720",False,https://instagram.com/jaquemendes_academy?igshid=YmMyMTA2M2Y=,5.0,
Luiza Campos Studio - Extensão de cílios - Sobrancelhas - Micropigmentação,21) 99535-0399,21) 99535-0399,https://www.instagram.com/luizacampos.studio?igsh=MXU5dDN4YmU4aTU3ag==&utm_source=qr,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Estácio,"R. São Cláudio, 06 - Estácio, Rio de Janeiro - RJ, 20250-060",False,https://www.instagram.com/luizacampos.studio?igsh=MXU5dDN4YmU4aTU3ag==&utm_source=qr,5.0,
Studio Gi Chontai | Extensão de Cílios Vila valqueire,21) 97876-7234,21) 97876-7234,https://instagram.com/studiogichontai?utm_medium=copy_link,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Vila Valqueire,"R. Arcozelo, 60 - Sala 201 - Vila Valqueire, Rio de Janeiro - RJ, 21321-480",False,https://instagram.com/studiogichontai?utm_medium=copy_link,5.0,
Studio cílios e sobrancelha - Vitória Amorim,21) 98533-6901,21) 98533-6901,https://www.instagram.com/lash_vitoria16?igsh=cDluYTVqeXA1aHh3&utm_source=qr,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Irajá,"R. Turvo, 125 - Irajá, Rio de Janeiro - RJ, 21371-240",False,https://www.instagram.com/lash_vitoria16?igsh=cDluYTVqeXA1aHh3&utm_source=qr,5.0,
Studio Lash Design,21) 99487-6993,21) 99487-6993,http://instagram.com/studio.lashdesign,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Tijuca,"Rua - R. Almirante Cochrane, 280 - sala 302 - Tijuca, Rio de Janeiro - RJ, 20550-040",False,http://instagram.com/studio.lashdesign,4.9,
"Beauty studio RP / cílios , Design sobrancelhas",21) 97419-0398,21) 97419-0398,,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Madureira,"Estrada Intendente Magalhães, 187 - casa 1320 - Madureira, Rio de Janeiro - RJ, 21341-332",False,,5.0,
Studio Luminos cílios,21) 99897-3725,21) 99897-3725,,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Amarelinho,"fim do mundo Beco 3 - R. do Tavarino, Casa 4 - Amarelinho, Rio de Janeiro - RJ, 21530-000",False,,,
Studio Dominique Neves - Extensão de Cílios,21) 99346-3321,21) 99346-3321,,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Barros Filho,"Estr. João Paulo, 1420 - sala 203 - Barros Filho, Rio de Janeiro - RJ, 21512-002",False,,5.0,
Mayy Studio Beauty - cílios rj,21) 97190-8611,21) 97190-8611,,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Benfica,"R. Leopoldo Bulhões, 700 - Benfica, Rio de Janeiro - RJ, 20911-300",False,,5.0,
Studio Sara Meruzzi - studio de cílios,21) 96413-6224,21) 96413-6224,https://instagram.com/studiosarameruzzi?utm_medium=copy_link,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Cascadura,"R. Brasilina, 15 - sala 311 - Cascadura, Rio de Janeiro - RJ, 21350-060",False,https://instagram.com/studiosarameruzzi?utm_medium=copy_link,5.0,
Studio Ana Rubens / Extensão de cílios - Irajá,21) 96646-2760,21) 96646-2760,https://www.instagram.com/studioanarubens?igsh=MWV1YXkzY29rZzBuZg%3D%3D&utm_source=qr,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Irajá,"Av. Brasil, 17267 - Irajá, Rio de Janeiro - RJ, 21230-043",False,https://www.instagram.com/studioanarubens?igsh=MWV1YXkzY29rZzBuZg%3D%3D&utm_source=qr,5.0,
Studio Rayanne Morais,21) 97732-1528,21) 97732-1528,https://www.instagram.com/rayannemorais.lash?igsh=c3p3aGFqdm5rNHg3,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Bento Ribeiro,"R. James Norton - Bento Ribeiro, Rio de Janeiro - RJ, 21331-090",False,https://www.instagram.com/rayannemorais.lash?igsh=c3p3aGFqdm5rNHg3,5.0,
Studio Marcelly Prestes Beauty | Cílios | Sobrancelhas | Cabelo | Limpeza de pele e Unhas na Abolição RJ,21) 98628-1616,21) 98628-1616,https://www.instagram.com/studioprestesbeauty,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Cascadura,"R. Cerqueira Daltro, 157 - sala 302 - Cascadura, Rio de Janeiro - RJ, 21380-010",False,https://www.instagram.com/studioprestesbeauty/,5.0,
Studio Eduarda Clume - Cílios Sobrancelha / Irajá,21) 92005-2170,21) 92005-2170,,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Irajá,"R. Carolina Amado, 1236-1352 - Irajá, Rio de Janeiro - RJ, 21361-320",False,,5.0,
Cílios e sobrancelhas | Studio Jullia Jacob,21) 97067-8166,21) 97067-8166,https://www.instagram.com/juh_jacob.designer,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Anchieta,"R. Delhi, 143 - Anchieta, Rio de Janeiro - RJ, 21630-120",False,https://www.instagram.com/juh_jacob.designer/,,
"Rainho Studio - Cílios, sobrancelhas e maquiagem",21) 99794-8235,21) 99794-8235,https://www.instagram.com/rainhostudio.makeup?igsh=c3N0N3o5Z2FveHQx,,studio de cílios,"Jardim Botânico - Rio de Janeiro, RJ",Cascadura,"Av. Dom Hélder Câmara, 9796 - Cascadura, Rio de Janeiro - RJ, 21380-003",False,https://www.instagram.com/rainhostudio.makeup?igsh=c3N0N3o5Z2FveHQx,5.0,
Studio Lash Design,21) 99487-6993,21) 99487-6993,http://instagram.com/studio.lashdesign,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Tijuca,"Rua - R. Almirante Cochrane, 280 - sala 302 - Tijuca, Rio de Janeiro - RJ, 20550-040",False,http://instagram.com/studio.lashdesign,4.9,
Studio Patricia Santos Beauty,21) 97697-9238,21) 97697-9238,https://instagram.com/patriciasts_beauty?igshid=YmMyMTA2M2Y=,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Pantanal,"Rua Leopoldo Fróis, 3 - quadra 70 - Pantanal, Duque de Caxias - RJ, 25040-325",False,https://instagram.com/patriciasts_beauty?igshid=YmMyMTA2M2Y=,5.0,
Studio Ingridi Klimaschenski-Lash Designer,,,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Limeira,"Estr. Aníbal da Mota, 2 - quadra 3 - Jardim Limeira, Belford Roxo - RJ, 26190-083",False,,5.0,
LORENA LIMA | LASH DESIGN,21) 96502-5349,21) 96502-5349,https://www.instagram.com/lorenalima.lash_?igsh=MTZiYWhzOXNpdGxjMA==,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Campos Eliseos,"R. Clara Nunes - Campos Eliseos, Duque de Caxias - RJ, 25040-673",False,https://www.instagram.com/lorenalima.lash_?igsh=MTZiYWhzOXNpdGxjMA==,5.0,
"Gabrielle | Lash designer | Designer de sobrancelhas | Duque de caxias, Sarapuí",21) 98235-7561,21) 98235-7561,https://www.instagram.com/bystudiogabrielle?igsh=MWMwZjFubWg3c3lwcQ==,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila Sarapui,"R. Alfredo Backer, 321 - Vila Sarapui, Duque de Caxias - RJ, 25050-290",False,https://www.instagram.com/bystudiogabrielle?igsh=MWMwZjFubWg3c3lwcQ==,5.0,
Hozi Rocha - Lash Designer,21) 98396-4588,21) 98396-4588,https://www.instagram.com/hozi.lashdesigner?igsh=ajcwa2ZkN3Bicjl4,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vidigal,"R. Maj. Toja Martinez Filho, 149 B - Vidigal, Rio de Janeiro - RJ, 22450-270",False,https://www.instagram.com/hozi.lashdesigner?igsh=ajcwa2ZkN3Bicjl4,5.0,
Lash lifting | Brow lamination | Remoção a laser de micropigmentação e tattoo Rio de Janeiro RJ - Renata Machado Beauty,21) 96640-7312,21) 96640-7312,https://www.instagram.com/renatamachadobeauty?igsh=cTQzdDg3NGp5NXl4,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Botafogo,"R. Voluntários da Pátria, 190 - sala 722 - Botafogo, Rio de Janeiro - RJ, 22270-902",False,https://www.instagram.com/renatamachadobeauty?igsh=cTQzdDg3NGp5NXl4,5.0,
Ellen Fernandes Lash Designer,,,https://www.instagram.com/ellenf_lashdesigner?igsh=eTlwMGhuN3FnYmRr&utm_source=qr,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Dr. Laureano,"Avenida. Dr - R. Pres. Juscelino Kubitscheck de Oliveira, 765 - Dr. Laureano, Duque de Caxias - RJ, 25060-200",False,https://www.instagram.com/ellenf_lashdesigner?igsh=eTlwMGhuN3FnYmRr&utm_source=qr,5.0,
Thaty Azevedo Company (Cílios e Cursos de extensão de cílios),21) 96580-2581,21) 96580-2581,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Parque Fluminense,"Rua Nossa Senhora das Graças, Praça do Galo, 0 - Parque Fluminense, Duque de Caxias - RJ, 25045-570",False,,5.0,
Nanda Lash Designer,21) 97017-5469,21) 97017-5469,https://www.instagram.com/by.nandalashes?igsh=MXI0Z21taGRlYm5hdA%3D%3D&utm_source=qr,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Parque Fluminense,"R. São Miguel - Parque Fluminense, Duque de Caxias - RJ, 25046-510",False,https://www.instagram.com/by.nandalashes?igsh=MXI0Z21taGRlYm5hdA==&utm_source=qr,,
"Lmadame: Nail designer, extensão de cílios e sobrancelhas.",21) 97472-9390,21) 97472-9390,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Copacabana,"Av. Nossa Sra. de Copacabana, 1059 - Sala 1203 - Copacabana, Rio de Janeiro - RJ, 22041-011",False,https://www.instagram.com/lmadamerj/profilecard/?igsh=MWdyZGdhM3J1ZjJ5eA==,5.0,
Fabiane lash Designer,21) 96426-8294,21) 96426-8294,https://www.instagram.com/fabianedepaulamicro?igsh=MWw4YWxub2hweXo2bg==,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila Leopoldina,"R. Virgílio de Melo Franco, 226 - Vila Leopoldina, Duque de Caxias - RJ, 26060-060",False,https://www.instagram.com/fabianedepaulamicro?igsh=MWw4YWxub2hweXo2bg==,,
Studio Mari Firmino Lash designer,21) 97262-7831,21) 97262-7831,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila São João,"Av. Casimiro de Abreu, 85 - Vila São João, São João de Meriti - RJ, 25570-330",False,,5.0,
Yana Braz Studio,,,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila Leopoldina,"R. Rio Preto, 1626 - Vila Leopoldina, Duque de Caxias - RJ, 25035-390",False,,5.0,
Andressa lash Designer,21) 98269-4368,21) 98269-4368,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Gramacho,"R. Japurá, 160 - Gramacho, Duque de Caxias - RJ, 25050-320",False,,,
Bruna Oliveira - Lash Designer (Expert em Cílios e Sobrancelhas),21) 99131-7093,21) 99131-7093,https://www.instagram.com/bruoliveiralash,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",RJ,"Copacabana, Rio de Janeiro - RJ, 20211-901",False,https://www.instagram.com/bruoliveiralash/,5.0,
Espaço Juliane Days ️,,https://api.whatsapp.com/send?phone=5521969241465&text=Quero+marcar+um+hor%C3%A1rio+no+Espa%C3%A7o+Juliane+Days,https://www.instagram.com/julianedays,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila Rosário,"R. Urbano Duarte, 21 - qd 4 - Vila Rosário, Duque de Caxias - RJ, 25042-300",False,https://www.instagram.com/julianedays/,5.0,
Lash designer|Gabrielly Gazolla,,,,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Vila Centenario,"R. Francisca Tomé, 915 - Vila Centenario, Duque de Caxias - RJ, 25030-210",False,,,
Studio Maria Rita,,,https://www.instagram.com/studio_mariarita_?igsh=YnViMjk4YmRwNTVz,,lash designer,"Jardim Botânico - Rio de Janeiro, RJ",Lote XV,"R. da Light, 109 - loja 1 - Lote XV, Belford Roxo - RJ, 26180-380",False,https://www.instagram.com/studio_mariarita_?igsh=YnViMjk4YmRwNTVz,5.0,
Grano & Farina,21) 2245-3782,,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 612 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,4.6,
Katz-Sü,21) 99168-4716,21) 99168-4716,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Von Martius, 325 - Loja / F/G - Jardim Botânico, Rio de Janeiro - RJ, 22460-040",False,,4.7,
Garden Café,,,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 1008 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,4.0,
Tasca Santa Justa,21) 3796-3604,,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"Av. Lineu de Paula Machado, 916 - Jardim Botânico, Rio de Janeiro - RJ, 22470-040",False,,4.5,
Mercato Mix,21) 2249-7383,,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Barão de Oliveira Castro, 3 - Loja A - Jardim Botânico, Rio de Janeiro - RJ, 22460-280",False,,4.2,
Restaurante Flor da Lagoa,21) 2197-8890,,,,restaurante,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 391 - Jardim Botânico, Rio de Janeiro - RJ, 22461",False,,4.4,
Hotel da Lagoa,21) 2197-8888,,,,pousada,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 391 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,4.6,
Quarto no Jardim Botânico,,,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Corcovado, 65 - Jardim Botânico, Rio de Janeiro - RJ, 22460-050",False,,4.8,
RARO Ipanema Boutique Hotel,21) 97508-1608,21) 97508-1608,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Copacabana,"R. Saint Roman, 222 - Copacabana, Rio de Janeiro - RJ, 22071-060",False,,4.7,
Boutique Hotel Gávea Tropical,21) 97547-0939,21) 97547-0939,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Gávea,"R. Sérgio Porto, 85 - Gávea, Rio de Janeiro - RJ, 22451-430",False,,4.1,
Hotel da Lagoa,21) 2197-8888,,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 391 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,4.6,
Hotel brasil,,,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Copacabana,"R. Barata Ribeiro, 548 - Copacabana, Rio de Janeiro - RJ, 22040-002",False,,5.0,
Casa Aurora Luz do Amanhecer,11) 96635-3058,11) 96635-3058,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Rio Comprido,"Beco da Lagoinha, casa 5 - Rio Comprido, Rio de Janeiro - RJ, 20241-420",False,,4.3,
Le Chateaux Joa Boutique Hotel,21) 97253-1218,21) 97253-1218,,,hotel boutique,"Jardim Botânico - Rio de Janeiro, RJ",Joá,"R. José Pancetti, 70 - Joá, Rio de Janeiro - RJ, 22611-110",False,,4.7,
"Advogada Inventário, Herança Rio de Janeiro - Roberta Veras",21) 99416-5684,https://api.whatsapp.com/send/?phone=5521994165684&text&app_absent=0,https://www.instagram.com/louisecriminalista?igsh=NWE4NTNtMTJnY21w&utm_source=qr,,advogado,"Jardim Botânico - Rio de Janeiro, RJ",Centro,"R. da Quitanda, 30 - sala 613 - Centro, Rio de Janeiro - RJ, 20011-030",False,,5.0,
"Dra. Denise Montmorency Pestana - Advogada previdenciária- INSS, Rio de Janeiro-Rj",21) 98086-0997,21) 98086-0997,https://www.instagram.com/louisecriminalista?igsh=NWE4NTNtMTJnY21w&utm_source=qr,,advogado,"Jardim Botânico - Rio de Janeiro, RJ",Centro,"Av. Rio Branco, 131 - 17 º andar - Centro, Rio de Janeiro - RJ, 20040-009",False,,5.0,
Azul Arquitetura e Design,21) 99487-6694,21) 99487-6694,,,arquiteto,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Lopes Quintas, 642 - Jardim Botânico, Rio de Janeiro - RJ, 22460-010",False,,5.0,
Prochnik Arquitetura,21) 2502-5111,,,,arquiteto,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Visc. de Carandaí, 26 - Jardim Botânico, Rio de Janeiro - RJ, 22460-020",False,,4.8,
Fotógrafa Tai Theodoro - Eventos e Ensaios,21) 99706-6677,21) 99706-6677,https://www.instagram.com/taitheodorofoto?igsh=d3hyNzFmcGcxbXhu,,fotógrafo,"Jardim Botânico - Rio de Janeiro, RJ",Botafogo,"R. Voluntários da Pátria, 329 - Botafogo, Rio de Janeiro - RJ, 22270-003",False,https://www.instagram.com/taitheodorofoto?igsh=d3hyNzFmcGcxbXhu,5.0,
Estúdio Pluz - Estúdio Fotográfico Profissional,21) 98305-7717,21) 98305-7717,https://www.instagram.com/taitheodorofoto?igsh=d3hyNzFmcGcxbXhu,,fotógrafo,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 444 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,,
Moonlight Arts fotografia,,,https://www.instagram.com/taitheodorofoto?igsh=d3hyNzFmcGcxbXhu,,fotógrafo,"Jardim Botânico - Rio de Janeiro, RJ",Parada de Lucas,"R. Cordovil, 1300 - Parada de Lucas, Rio de Janeiro - RJ, 21250-450",False,,,
Escola Municipal Capistrano de Abreu,21) 2512-5553,,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"Rua Pacheco Leão, 984 - Jardim Botânico, Rio de Janeiro - RJ, 22460-030",False,,,
CE Manuel Bandeira,21) 2334-6764,,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"Rua Pacheco Leão, Nº 1004 - Jardim Botânico, Rio de Janeiro - RJ, 22460-030",False,,,
Parquinho Jardim Botânico,,,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",RJ,"Jardim Botânico, Rio de Janeiro - RJ, 22470-180",False,,4.7,
Atchim Creche Escola,21) 2539-0046,,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Lagoa,"R. Prof. Saldanha, 150 - Lagoa, Rio de Janeiro - RJ, 22461-220",False,https://www.instagram.com/crecheatchim,5.0,
Escola Casa Maternal Mello Mattos,21) 98390-0217,21) 98390-0217,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Faro, 80 - Jardim Botânico, Rio de Janeiro - RJ, 22461-020",False,,,
Escola Especial Municipal Marly Fróes Peixoto,21) 2294-5495,,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"Rua Pacheco Leão, 1004 - Jardim Botânico, Rio de Janeiro - RJ, 22460-036",False,,,
Espaço Pomar,21) 98301-4739,21) 98301-4739,https://www.instagram.com/crecheatchim,,escola,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Corcovado, 17 - Jardim Botânico, Rio de Janeiro - RJ, 22460-050",False,,4.9,
Vida Livre,,,,,curso livre,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Caminhoá, 11 - Jardim Botânico, Rio de Janeiro - RJ, 22460-230",False,,4.9,
Jardim Sensorial,21) 2239-9742,,,,curso livre,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 1008 - Casa 6 - Jardim Botânico, Rio de Janeiro - RJ, 22470-180",False,,4.9,
CLINICA LUIZ FELIPPE MATTOSO JD BOTANICO,,,https://www.instagram.com/amar_clinica_alergista,,clínica médica,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 152 - Jardim Botânico, Rio de Janeiro - RJ, 22470-210",False,,3.4,
Clínica de Olhos Jardim Botânico,21) 2294-7707,,https://www.instagram.com/amar_clinica_alergista,,clínica médica,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 635 - Jardim Botânico, Rio de Janeiro - RJ, 22470-050",False,,5.0,
Dr.Ronald de Sá Pereira Clínica Médica,21) 2274-5642,5521972334820,https://www.instagram.com/amar_clinica_alergista,,clínica médica,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 700 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,,5.0,
Clínica de Alergia - Clinica Alergista | Rio de Janeiro | Jardim Botânico | AMAR,21) 96847-3062,5521972334820,https://www.instagram.com/amar_clinica_alergista,,clínica médica,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 674 - Sala 312 - Jardim Botânico, Rio de Janeiro - RJ, 22461-002",False,https://www.instagram.com/amar_clinica_alergista/,5.0,
Fisioterapia Integrativa JB,21) 98212-7575,5521972334820,https://www.instagram.com/amar_clinica_alergista,,clínica médica,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 657 - Sala 412 - Jardim Botânico, Rio de Janeiro - RJ, 22470-050",False,,5.0,
Dra. Renata Pinho - Lagoa Rio Odontologia,21) 98419-0453,21) 98419-0453,https://www.instagram.com/lagoario_odonto,,harmonização facial,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"Edifício Touch - R. Jardim Botânico, 568 - 202 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,https://www.instagram.com/lagoario_odonto/,5.0,
Espaço Facial Jardim Botânico - Harmonização Facial,21) 98281-8948,21) 98281-8948,,,harmonização facial,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 568 - loja G - Jardim Botânico, Rio de Janeiro - RJ, 22261-070",False,,4.9,
ONA Clinique| |Invisalign| Ultraformer MPT| CO2| Harmonização Facial e Corporal| Dentista| Jardim Botânico| DTM| Aptos,21) 99589-4272,21) 99589-4272,,,harmonização facial,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 657 - Sl. 626 - Jardim Botânico, Rio de Janeiro - RJ, 22470-180",False,,5.0,
Dra. Flávia Falcão|Dentista|Harmonização Facial|Jardim Botânico|Invisalign|Ultraformer MPT|CO2|Itero| Invisalign|ONA Clinique,21) 99589-4272,21) 99589-4272,,,harmonização facial,"Jardim Botânico - Rio de Janeiro, RJ",Jardim Botânico,"R. Jardim Botânico, 657 - Sl. 626 - Jardim Botânico, Rio de Janeiro - RJ, 22470-050",False,,5.0,
